title,address,city,state,postal_code,price,facts and features,real estate provider,url
House For Sale,1675 E Ensign S Cir,Cottonwood Heights,UT,84121,"$419,800 ","5 bds , 4 ba , 2,722 sqft",,https://www.zillow.com/homedetails/1675-E-Ensign-S-Cir-Cottonwood-Heights-UT-84121/2090441687_zpid/
Lot/Land For Sale,6575 S Old Honeycomb E Rd,Solitude,UT,84121,"$295,000 ",0.72 ac lot,Realtypath LLC - Platinum,https://www.zillow.com/homedetails/6575-S-Old-Honeycomb-E-Rd-Solitude-UT-84121/2090427723_zpid/
Condo For Sale,1230 E Privet Dr # 323,Salt Lake City,UT,84121,"$239,900 ","2 bds , 2 ba , 1,275 sqft",,https://www.zillow.com/homedetails/1230-E-Privet-Dr-323-Salt-Lake-City-UT-84121/63342524_zpid/
Auction,1178 E 6600 S # 402,Salt Lake City,UT,84121,$134K,"2 bds , 2 ba , 1,068 sqft",,https://www.zillow.com/homedetails/1178-E-6600-S-402-Salt-Lake-City-UT-84121/72628085_zpid/
House For Sale,1885 E 7200 S,Salt Lake City,UT,84121,"$389,900 ","4 bds , 2 ba , 2,392 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/1885-E-7200-S-Salt-Lake-City-UT-84121/12877787_zpid/
House For Sale,6376 S Canyon Cove Dr,Salt Lake City,UT,84121,"$1,350,000 ","6 bds , 7 ba , 7,140 sqft",,https://www.zillow.com/homedetails/6376-S-Canyon-Cove-Dr-Salt-Lake-City-UT-84121/12872991_zpid/
House For Sale,5857 S Lupine Way,SALT LAKE CITY,UT,84121,"$444,900 ","4 bds , 2 ba , 1,850 sqft",Stonebrook Real Estate,https://www.zillow.com/homedetails/5857-S-Lupine-Way-Salt-Lake-City-UT-84121/12865746_zpid/
House For Sale,2658 E 6200 S,Salt Lake City,UT,84121,"$1,695,000 ","7 bds , 7 ba , 9,817 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/2658-E-6200-S-Salt-Lake-City-UT-84121/61169878_zpid/
Condo For Sale,5839 S Waterbury Dr UNIT J,Salt Lake City,UT,84121,"$212,000 ","2 bds , 2 ba , 1,083 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/5839-S-Waterbury-Dr-UNIT-J-Salt-Lake-City-UT-84121/12863466_zpid/
For Sale by Owner,6060 S 2180 E,Salt Lake City,UT,84121,"$810,000 ","5 bds , 5 ba , 4,708 sqft",,https://www.zillow.com/homedetails/6060-S-2180-E-Salt-Lake-City-UT-84121/12863022_zpid/
Condo For Sale,5710 S 900 E APT 11,Salt Lake City,UT,84121,"$149,900 ","2 bds , 1 ba , 860 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/5710-S-900-E-APT-11-Salt-Lake-City-UT-84121/12864855_zpid/
House For Sale,6638 S Juliet Way,Salt Lake City,UT,84121,"$1,295,000 ","7 bds , 6 ba , 8,655 sqft",,https://www.zillow.com/homedetails/6638-S-Juliet-Way-Salt-Lake-City-UT-84121/12873166_zpid/
House For Sale,7455 S 2200 E,Salt Lake City,UT,84121,"$485,000 ","5 bds , 3 ba , 3,549 sqft",Simple Choice Real Estate,https://www.zillow.com/homedetails/7455-S-2200-E-Salt-Lake-City-UT-84121/12876916_zpid/
House For Sale,6538 S Bouchelle Ln,Salt Lake City,UT,84121,"$759,000 ","5 bds , 4 ba , 4,861 sqft",,https://www.zillow.com/homedetails/6538-S-Bouchelle-Ln-Salt-Lake-City-UT-84121/12872277_zpid/
House For Sale,1728 E Haven Dale Ct,Salt Lake City,UT,84121,"$1,195,000 ","7 bds , 5 ba , 5,638 sqft",RE/MAX OVERLAND,https://www.zillow.com/homedetails/1728-E-Haven-Dale-Ct-Salt-Lake-City-UT-84121/12870770_zpid/
Condo For Sale,1230 E Privet Dr # 428,Salt Lake City,UT,84121,"$239,900 ","3 bds , 2 ba , 1,387 sqft",,https://www.zillow.com/homedetails/1230-E-Privet-Dr-428-Salt-Lake-City-UT-84121/63342528_zpid/
House For Sale,8504 S Kings Hill Dr,Salt Lake City,UT,84121,"$1,200,000 ","6 bds , 6 ba , 5,469 sqft",Coldwell Banker Residential Brokerage - Station Park,https://www.zillow.com/homedetails/8504-S-Kings-Hill-Dr-Salt-Lake-City-UT-84121/12888251_zpid/
House For Sale,1994 E Olympus Point Dr,Holladay,UT,84121,"$1,402,200 ","4 bds , 4 ba , 5,348 sqft",Ivory Real Estate L.C.,https://www.zillow.com/homedetails/1994-E-Olympus-Point-Dr-Holladay-UT-84121/2096305433_zpid/
House For Sale,2114 E Fardown Ave,Salt Lake City,UT,84121,"$1,320,000 ","5 bds , 6 ba , 6,337 sqft","CHASE REALTY, LLC",https://www.zillow.com/homedetails/2114-E-Fardown-Ave-Salt-Lake-City-UT-84121/72630952_zpid/
Condo For Sale,1716 E 6450 S,SALT LAKE CITY,UT,84121,"$374,900 ","4 bds , 4 ba , 2,795 sqft",Eaton Real Estate LLC,https://www.zillow.com/homedetails/1716-E-6450-S-Salt-Lake-City-UT-84121/12870601_zpid/
House For Sale,6694 S Stone Mill S Dr,Salt Lake City,UT,84121,"$762,000 ","6 bds , 4 ba , 5,072 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/6694-S-Stone-Mill-S-Dr-Salt-Lake-City-UT-84121/2090722959_zpid/
House For Sale,8504 S Kings Hill E Dr,Cottonwood Heights,UT,84121,"$1,200,000 ","6 bds , 6 ba , 5,469 sqft",Coldwell Banker Residential Brokerage-Station Park,https://www.zillow.com/homedetails/8504-S-Kings-Hill-E-Dr-Cottonwood-Heights-UT-84121/2090521091_zpid/
House For Sale,11468 E Balsam Forest S Ln,Solitude,UT,84121,"$1,650,000 ","3 bds , 4 ba , 3,417 sqft",Lifestyle Properties,https://www.zillow.com/homedetails/11468-E-Balsam-Forest-S-Ln-Solitude-UT-84121/2090768676_zpid/
Lot/Land For Sale,2715 E 6200 S,Holladay,UT,84121,"$4,099,999 ",4.29 ac lot,Select Group Realty LLC,https://www.zillow.com/homedetails/2715-E-6200-S-Holladay-UT-84121/2090525391_zpid/
House For Sale,6638 S Juliet Way Cottonwood Heights Ut # 84121,Other City Utah,UT,84121,"$1,295,000 ","7 bds , 9 ba , 8,655 sqft",,https://www.zillow.com/homedetails/6638-S-Juliet-Way-Cottonwood-Heights-Ut-84121-Other-City-Utah-UT-84121/2090642300_zpid/
Lot/Land For Sale,9032 S Kings Hill Pl,Cottonwood Heights,UT,84121,"$299,000 ",0.36 ac lot,Williams Realty,https://www.zillow.com/homedetails/9032-S-Kings-Hill-Pl-Cottonwood-Heights-UT-84121/2090781386_zpid/
Lot/Land For Sale,5663 S Blue Lune E Ln,Holladay,UT,84121,"$635,000 ",0.65 ac lot,BLUEROOF REAL ESTATE COMPANY,https://www.zillow.com/homedetails/5663-S-Blue-Lune-E-Ln-Holladay-UT-84121/2090669845_zpid/
Auction,5909 S Deerwood Farms Ln,Salt Lake City,UT,84121,$9.06M,"5 bds , 16 ba , 22,393 sqft",,https://www.zillow.com/homedetails/5909-S-Deerwood-Farms-Ln-Salt-Lake-City-UT-84121/55442479_zpid/
House For Sale,8686 S Grand Oak Dr,Cottonwood Heights,UT,84121,"$479,500 ","4 bds , 3 ba , 2,838 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/8686-S-Grand-Oak-Dr-Cottonwood-Heights-UT-84121/2093328762_zpid/
Foreclosure,5909 S Deerwood Farms E Ln,Holladay,UT,84121,"$5,400,000 ","5 bds , 16 ba , 32,463 sqft",Realtypath South Valley,https://www.zillow.com/homedetails/5909-S-Deerwood-Farms-E-Ln-Holladay-UT-84121/2091577171_zpid/
House For Sale,1545 E 5600 S,Salt Lake City,UT,84121,"$345,000 ","3 bds , 2 ba , 2,380 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/1545-E-5600-S-Salt-Lake-City-UT-84121/12863300_zpid/
House For Sale,7389 S Prospector Dr,Cottonwood Heights,UT,84121,"$179,500 ","Studio , -- ba , -- sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/7389-S-Prospector-Dr-Cottonwood-Heights-UT-84121/2091024167_zpid/
House For Sale,12247 E Lady Lake Ln # S,Brighton,UT,84121,"$329,000 ","3 bds , 1 ba , 962 sqft",RE/MAX MASTERS,https://www.zillow.com/homedetails/12247-E-Lady-Lake-Ln-S-Brighton-UT-84121/2090945392_zpid/
House For Sale,2066 E Lonsdale Dr,Salt Lake City,UT,84121,"$575,000 ","5 bds , 3 ba , 3,600 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/2066-E-Lonsdale-Dr-Salt-Lake-City-UT-84121/12876171_zpid/
House For Sale,1785 E Meadow Downs Way,Cottonwood Heights,UT,84121,"$1,100,000 ","9 bds , 5 ba , 7,126 sqft",Equity Real Estate,https://www.zillow.com/homedetails/1785-E-Meadow-Downs-Way-Cottonwood-Heights-UT-84121/2091181100_zpid/
House For Sale,3636 E Top Of The World Dr,Salt Lake City,UT,84121,"$519,900 ","5 bds , 3 ba , 3,001 sqft",The Tollstrup Group,https://www.zillow.com/homedetails/3636-E-Top-Of-The-World-Dr-Salt-Lake-City-UT-84121/12888269_zpid/
House For Sale,6114 S Holladay Blvd,Salt Lake City,UT,84121,"$3,500,000 ","5 bds , 7 ba , 10,168 sqft",RE/MAX MASTERS,https://www.zillow.com/homedetails/6114-S-Holladay-Blvd-Salt-Lake-City-UT-84121/111374012_zpid/
House For Sale,6256 S Moose Run Ln,Brighton,UT,84121,"$329,000 ","3 bds , 1 ba , 880 sqft",Lifestyle Properties,https://www.zillow.com/homedetails/6256-S-Moose-Run-Ln-Brighton-UT-84121/2090876298_zpid/
House For Sale,6517 S Canyon Cove Dr,Salt Lake City,UT,84121,"$950,000 ","6 bds , 5 ba , 5,683 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/6517-S-Canyon-Cove-Dr-Salt-Lake-City-UT-84121/12873606_zpid/
House For Sale,2007 E Regal Stream S Cv,Cottonwood Heights,UT,84121,"$1,500,000 ","5 bds , 6 ba , 8,001 sqft",Presidio Real Estate Company,https://www.zillow.com/homedetails/2007-E-Regal-Stream-S-Cv-Cottonwood-Heights-UT-84121/2091436734_zpid/
House For Sale,2451 E Cardinal Way,Salt Lake City,UT,84121,"$399,000 ","5 bds , 1 ba , 2,769 sqft",,https://www.zillow.com/homedetails/2451-E-Cardinal-Way-Salt-Lake-City-UT-84121/12876573_zpid/
House For Sale,2103 E 6425 S,Salt Lake City,UT,84121,"$824,900 ","5 bds , 4 ba , 6,235 sqft",Ari Realty and Investments,https://www.zillow.com/homedetails/2103-E-6425-S-Salt-Lake-City-UT-84121/52836785_zpid/
House For Sale,3419 E Gun Club Rd,Holladay,UT,84121,"$1,299,000 ","7 bds , 7 ba , 9,124 sqft",,https://www.zillow.com/homedetails/3419-E-Gun-Club-Rd-Holladay-UT-84121/2096702526_zpid/
House For Sale,8521 Snake Creek Rd,Brighton,UT,84121,"$1,187,000 ","6 bds , 3 ba , 3,579 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/8521-Snake-Creek-Rd-Brighton-UT-84121/2093627058_zpid/
House For Sale,2014 E Regal Stream Cv,Salt Lake City,UT,84121,"$2,400,000 ","6 bds , 6 ba , 8,477 sqft",,https://www.zillow.com/homedetails/2014-E-Regal-Stream-Cv-Salt-Lake-City-UT-84121/83831599_zpid/
House For Sale,1653 E 6670 S,Salt Lake City,UT,84121,"$350,000 ","5 bds , 2 ba , 1,824 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1653-E-6670-S-Salt-Lake-City-UT-84121/12871208_zpid/
House For Sale,7420 S Butler Hills Dr,Salt Lake City,UT,84121,"$750,000 ","5 bds , 5 ba , 4,530 sqft",ERA Skyline Real Estate,https://www.zillow.com/homedetails/7420-S-Butler-Hills-Dr-Salt-Lake-City-UT-84121/12876919_zpid/
House For Sale,2858 E Newmans Ln,Salt Lake City,UT,84121,"$1,400,000 ","6 bds , 7 ba , 9,103 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/2858-E-Newmans-Ln-Salt-Lake-City-UT-84121/12862563_zpid/
House For Sale,6652 S Juliet Way,Salt Lake City,UT,84121,"$720,000 ","5 bds , 3 ba , 4,380 sqft",,https://www.zillow.com/homedetails/6652-S-Juliet-Way-Salt-Lake-City-UT-84121/12873168_zpid/
House For Sale,6147 S Verness Cv,Salt Lake City,UT,84121,"$2,975,000 ","4 bds , 6 ba , 9,087 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/6147-S-Verness-Cv-Salt-Lake-City-UT-84121/61169755_zpid/
House For Sale,7478 S Guardsman Pass Rd,Brighton,UT,84121,"$1,900,000 ","6 bds , 7 ba , 6,709 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/7478-S-Guardsman-Pass-Rd-Brighton-UT-84121/2091181098_zpid/
House For Sale,8593 S Albion Basin Rd,Salt Lake City,UT,84121,"$3,900,000 ","4 bds , 3 ba , 3,076 sqft",,https://www.zillow.com/homedetails/8593-S-Albion-Basin-Rd-Salt-Lake-City-UT-84121/12888425_zpid/
House For Sale,2412 E Oakcrest S Ln,Holladay,UT,84121,"$1,799,000 ","6 bds , 7 ba , 8,669 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/2412-E-Oakcrest-S-Ln-Holladay-UT-84121/2094390831_zpid/
House For Sale,2496 E 6200 S,Salt Lake City,UT,84121,"$1,250,000 ","5 bds , 4 ba , 3,817 sqft","Summit Realty, Inc.",https://www.zillow.com/homedetails/2496-E-6200-S-Salt-Lake-City-UT-84121/124272705_zpid/
House For Sale,6190 S Murdoch Woods Pl,Salt Lake City,UT,84121,"$1,950,000 ","7 bds , 4 ba , 10,348 sqft",RE/MAX ASSOCIATES,https://www.zillow.com/homedetails/6190-S-Murdoch-Woods-Pl-Salt-Lake-City-UT-84121/50587736_zpid/
House For Sale,968 E Wheeler Farm Cv,Murray,UT,84121,"$1,225,000 ","4 bds , 5 ba , 5,682 sqft",,https://www.zillow.com/homedetails/968-E-Wheeler-Farm-Cv-Murray-UT-84121/2102836664_zpid/
House For Sale,6599 S Juliet Way,Cottonwood Heights,UT,84121,"$995,000 ","6 bds , 5 ba , 6,414 sqft",,https://www.zillow.com/homedetails/6599-S-Juliet-Way-Cottonwood-Heights-UT-84121/2116994794_zpid/
House For Sale,6271 S Canyon Cove Dr,Holladay,UT,84121,"$580,000 ","4 bds , 3 ba , 3,911 sqft",Realtypath LLC - Success,https://www.zillow.com/homedetails/6271-S-Canyon-Cove-Dr-Holladay-UT-84121/2094330661_zpid/
House For Sale,12406 E Willow Loop Rd,Brighton,UT,84121,"$1,490,000 ","5 bds , 4 ba , 2,717 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/12406-E-Willow-Loop-Rd-Brighton-UT-84121/2091671829_zpid/
House For Sale,12302 E Willow Loop Rd,Brighton,UT,84121,"$1,950,000 ","4 bds , 6 ba , 4,590 sqft",IMPOWER REAL ESTATE (UNITY),https://www.zillow.com/homedetails/12302-E-Willow-Loop-Rd-Brighton-UT-84121/2091854177_zpid/
Condo For Sale,12080 E Bg Cwd Cn Rd # 106,Brighton,UT,84121,"$199,000 ","Studio , 1 ba , 433 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/12080-E-Bg-Cwd-Cn-Rd-106-Brighton-UT-84121/2091181097_zpid/
House For Sale,1962 E Nunley Cir,Salt Lake City,UT,84121,"$580,000 ","3 bds , 3 ba , 4,444 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/1962-E-Nunley-Cir-Salt-Lake-City-UT-84121/89426002_zpid/
House For Sale,1075 E Vine St,Salt Lake City,UT,84121,"$1,100,000 ","5 bds , 4 ba , 4,600 sqft",,https://www.zillow.com/homedetails/1075-E-Vine-St-Salt-Lake-City-UT-84121/72631282_zpid/
House For Sale,5745 S Whitewater Dr,Salt Lake City,UT,84121,"$945,000 ","6 bds , 5 ba , 7,508 sqft",,https://www.zillow.com/homedetails/5745-S-Whitewater-Dr-Salt-Lake-City-UT-84121/12862531_zpid/
Condo For Sale,12080 E Big Cottonwood Rd # 104,Solitude,UT,84121,"$199,000 ","Studio , 1 ba , 432 sqft",Lifestyle Properties,https://www.zillow.com/homedetails/12080-E-Big-Cottonwood-Rd-104-Solitude-UT-84121/2091063599_zpid/
Condo For Sale,12090 E Big Cottonwood Canyon Rd # 309,Salt Lake City,UT,84121,"$439,900 ","2 bds , 2 ba , 1,040 sqft",Lifestyle Properties,https://www.zillow.com/homedetails/12090-E-Big-Cottonwood-Canyon-Rd-309-Salt-Lake-City-UT-84121/55442700_zpid/
House For Sale,1968 E Nunley Cir,Salt Lake City,UT,84121,"$580,000 ","3 bds , 3 ba , 4,444 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/1968-E-Nunley-Cir-Salt-Lake-City-UT-84121/89423632_zpid/
House For Sale,1958 E Nunley Cir,Salt Lake City,UT,84121,"$580,000 ","3 bds , 3 ba , 4,439 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/1958-E-Nunley-Cir-Salt-Lake-City-UT-84121/89421590_zpid/
Condo For Sale,12090 E Bg Cwd Cn Rd # 416,Brighton,UT,84121,"$519,000 ","2 bds , 2 ba , 1,045 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/12090-E-Bg-Cwd-Cn-Rd-416-Brighton-UT-84121/2098363612_zpid/
House For Sale,1964 E Nunley Cir,Salt Lake City,UT,84121,"$580,000 ","3 bds , 3 ba , 4,444 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/1964-E-Nunley-Cir-Salt-Lake-City-UT-84121/89429829_zpid/
Condo For Sale,12090 E Bg Cwd Cn Rd # 205,Brighton,UT,84121,"$410,000 ","2 bds , 2 ba , 962 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/12090-E-Bg-Cwd-Cn-Rd-205-Brighton-UT-84121/2097169672_zpid/
For Sale by Owner,2148 E 6200 S,Holladay,UT,84121,"$799,000 ","3 bds , 3 ba , 2,100 sqft",,https://www.zillow.com/homedetails/2148-E-6200-S-Holladay-UT-84121/2091223781_zpid/
Condo For Sale,12150 E Big Cottonwood Rd # 001,Solitude,UT,84121,"$1,199,000 ","4 bds , 3 ba , 2,463 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/12150-E-Big-Cottonwood-Rd-001-Solitude-UT-84121/2096292676_zpid/
House For Sale,8754 S Sutton Way,Cottonwood Heights,UT,84121,"$1,299,900 ","5 bds , 5 ba , 6,023 sqft",Cindy Wood Realty Inc.,https://www.zillow.com/homedetails/8754-S-Sutton-Way-Cottonwood-Heights-UT-84121/2091954953_zpid/
House For Sale,7102 S Steller Jay Way,SALT LAKE CITY,UT,84121,"$2,499,000 ","6 bds , 5 ba , 5,791 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/7102-S-Steller-Jay-Way-Salt-Lake-City-UT-84121/12888390_zpid/
Condo For Sale,12082 E Big Cottonwood Rd,Solitude,UT,84121,"$459,000 ","2 bds , 2 ba , 938 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/12082-E-Big-Cottonwood-Rd-Solitude-UT-84121/2091032735_zpid/
Condo For Sale,12082 E Bg Cwd Cn Rd # 403,Brighton,UT,84121,"$455,000 ","2 bds , 2 ba , 940 sqft",Lifestyle Properties,https://www.zillow.com/homedetails/12082-E-Bg-Cwd-Cn-Rd-403-Brighton-UT-84121/2091063600_zpid/
Townhouse For Sale,12120 E Big Cottonwood Rd,Solitude,UT,84121,"$1,199,000 ","4 bds , 4 ba , 3,029 sqft","Locus, A Real Estate Company",https://www.zillow.com/homedetails/12120-E-Big-Cottonwood-Rd-Solitude-UT-84121/2095688525_zpid/
House For Sale,5745 S Whitewater E Dr,Holladay,UT,84121,"$945,000 ","6 bds , 5 ba , 7,508 sqft",,https://www.zillow.com/homedetails/5745-S-Whitewater-E-Dr-Holladay-UT-84121/2090952753_zpid/
Condo For Sale,12080 E Bg Cwd Cn Rd # 306,Brighton,UT,84121,"$469,000 ","2 bds , 2 ba , 990 sqft",Lifestyle Properties,https://www.zillow.com/homedetails/12080-E-Bg-Cwd-Cn-Rd-306-Brighton-UT-84121/2091063601_zpid/
Home For Sale,6414 S 1080 W,Murray,UT,84123,"$64,900 ","3 bds , 2 ba , 1,488 sqft",Fitness Realty,https://www.zillow.com/homedetails/6414-S-1080-W-Murray-UT-84123/2090354826_zpid/
Condo For Sale,4138 S Oak Meadows Dr APT 31,Salt Lake City,UT,84123,"$161,000 ","3 bds , 2 ba , 1,277 sqft",Equity Real Estate - Select,https://www.zillow.com/homedetails/4138-S-Oak-Meadows-Dr-APT-31-Salt-Lake-City-UT-84123/12810597_zpid/
House For Sale,959 W Potomac Dr,Salt Lake City,UT,84123,"$315,000 ","4 bds , 2 ba , 1,745 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/959-W-Potomac-Dr-Salt-Lake-City-UT-84123/12826967_zpid/
Home For Sale,712 W Monte Blanco,Salt Lake City,UT,84123,"$35,000 ","2 bds , 2 ba , 910 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/712-W-Monte-Blanco-Salt-Lake-City-UT-84123/2090337842_zpid/
Condo For Sale,1424 W Beacon Hill Cir,Salt Lake City,UT,84123,"$179,000 ","2 bds , 2 ba , 1,164 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1424-W-Beacon-Hill-Cir-Salt-Lake-City-UT-84123/12822611_zpid/
House For Sale,1454 W Olive St,Salt Lake City,UT,84123,"$250,000 ","4 bds , 3 ba , 2,268 sqft",,https://www.zillow.com/homedetails/1454-W-Olive-St-Salt-Lake-City-UT-84123/12810694_zpid/
Apartment For Sale,1294 W Glencoe Dr,Salt Lake City,UT,84123,"$366,099 ","4 bds , 4 ba , 2,372 sqft",Realtypath LLC - Prestige,https://www.zillow.com/homedetails/1294-W-Glencoe-Dr-Salt-Lake-City-UT-84123/52835714_zpid/
House For Sale,5670 S Echo Dr,Salt Lake City,UT,84123,"$309,900 ","4 bds , 3 ba , 1,752 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/5670-S-Echo-Dr-Salt-Lake-City-UT-84123/12824646_zpid/
House For Sale,6034 S Family Tree W Pl,Taylorsville,UT,84123,"$415,000 ","5 bds , 3 ba , 3,270 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/6034-S-Family-Tree-W-Pl-Taylorsville-UT-84123/2090390424_zpid/
Home For Sale,4604 S Yarrow W Ln,Taylorsville,UT,84123,"$18,000 ","2 bds , 1 ba , 980 sqft",,https://www.zillow.com/homedetails/4604-S-Yarrow-W-Ln-Taylorsville-UT-84123/2090611180_zpid/
Home For Sale,4622 S Monte Vista W Dr,Taylorsville,UT,84123,"$75,900 ","3 bds , 2 ba , 1,352 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/4622-S-Monte-Vista-W-Dr-Taylorsville-UT-84123/2090646956_zpid/
Lot/Land For Sale,1293 W Bullion St,Murray,UT,84123,"$250,000 ",0.62 ac lot,RealtyONE Group Signature,https://www.zillow.com/homedetails/1293-W-Bullion-St-Murray-UT-84123/2090532960_zpid/
House For Sale,4938 S Hidden Cove W Dr,Taylorsville,UT,84123,"$550,000 ","7 bds , 4 ba , 4,459 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/4938-S-Hidden-Cove-W-Dr-Taylorsville-UT-84123/2090750625_zpid/
Lot/Land For Sale,1291 W Bullion St,Salt Lake City,UT,84123,"$225,000 ",0.38 ac lot,RealtyONE Group Signature,https://www.zillow.com/homedetails/1291-W-Bullion-St-Salt-Lake-City-UT-84123/97763603_zpid/
House For Sale,729 W Monte Blanco,Taylorsville,UT,84123,"$26,995 ","2 bds , 1 ba , 930 sqft",,https://www.zillow.com/homedetails/729-W-Monte-Blanco-Taylorsville-UT-84123/2091785363_zpid/
Home For Sale,1282 W Waxwing St,Salt Lake City,UT,84123,"$69,900 ","3 bds , 2 ba , 1,040 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/1282-W-Waxwing-St-Salt-Lake-City-UT-84123/2091205745_zpid/
Home For Sale,6416 S 890 W,Murray,UT,84123,"$71,900 ","3 bds , 2 ba , 1,400 sqft",Village Real Estate,https://www.zillow.com/homedetails/6416-S-890-W-Murray-UT-84123/2091861832_zpid/
Home For Sale,3926 S Warbler W St,Salt Lake City,UT,84123,"$30,000 ","3 bds , 2 ba , 1,100 sqft",Realtypath South Valley,https://www.zillow.com/homedetails/3926-S-Warbler-W-St-Salt-Lake-City-UT-84123/2090949658_zpid/
Townhouse For Sale,5235 S Glendon St APT W3,Murray,UT,84123,"$219,900 ","3 bds , 3 ba , 1,391 sqft",Maxim Properties,https://www.zillow.com/homedetails/5235-S-Glendon-St-APT-W3-Murray-UT-84123/2091270732_zpid/
Townhouse For Sale,6658 S Wallsburg Dr # T124,Taylorsville,UT,84123,"$330,000 ","3 bds , 3 ba , 2,290 sqft",,https://www.zillow.com/homedetails/6658-S-Wallsburg-Dr-T124-Taylorsville-UT-84123/2090926384_zpid/
Condo For Sale,4333 S 1195 W UNIT 21C,Salt Lake City,UT,84123,"$135,000 ","2 bds , 1 ba , 968 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/4333-S-1195-W-UNIT-21C-Salt-Lake-City-UT-84123/12809706_zpid/
For Sale by Owner,1000 W Waters Edge Cir,Salt Lake City,UT,84123,"$569,000 ","4 bds , 6 ba , 4,376 sqft",,https://www.zillow.com/homedetails/1000-W-Waters-Edge-Cir-Salt-Lake-City-UT-84123/69718657_zpid/
House For Sale,6081 S Redwood W Rd,Taylorsville,UT,84123,"$550,000 ","3 bds , 2 ba , 1,838 sqft",Selling Salt Lake,https://www.zillow.com/homedetails/6081-S-Redwood-W-Rd-Taylorsville-UT-84123/2091992848_zpid/
Lot/Land For Sale,6065 S Redwood W Rd,Taylorsville,UT,84123,"$550,000 ",0.80 ac lot,Selling Salt Lake,https://www.zillow.com/homedetails/6065-S-Redwood-W-Rd-Taylorsville-UT-84123/2091992850_zpid/
Home For Sale,753 W Superior Peak Dr,Taylorsville,UT,84123,"$65,000 ","4 bds , 2 ba , 1,566 sqft",Equity Real Estate - Advantage,https://www.zillow.com/homedetails/753-W-Superior-Peak-Dr-Taylorsville-UT-84123/2091464548_zpid/
House For Sale,4234 S Lincoln Pines E Ct,Holladay,UT,84124,"$509,900 ","4 bds , 3 ba , 3,372 sqft",Plumb & Company,https://www.zillow.com/homedetails/4234-S-Lincoln-Pines-E-Ct-Holladay-UT-84124/2090376215_zpid/
House For Sale,3220 E Bernada Dr,SALT LAKE CITY,UT,84124,"$599,999 ","4 bds , 3 ba , 2,436 sqft",Thornton Walker Inc,https://www.zillow.com/homedetails/3220-E-Bernada-Dr-Salt-Lake-City-UT-84124/12851026_zpid/
Condo For Sale,4340 S Highland Dr UNIT 206,SALT LAKE CITY,UT,84124,"$212,500 ","2 bds , 2 ba , 1,243 sqft",,https://www.zillow.com/homedetails/4340-S-Highland-Dr-UNIT-206-Salt-Lake-City-UT-84124/61169593_zpid/
House For Sale,4541 S Jupiter Dr,Salt Lake City,UT,84124,"$1,495,000 ","4 bds , 4 ba , 3,514 sqft",,https://www.zillow.com/homedetails/4541-S-Jupiter-Dr-Salt-Lake-City-UT-84124/141970647_zpid/
