title,address,city,state,postal_code,price,facts and features,real estate provider,url
House For Sale,2607 S Highland Dr,SALT LAKE CITY,UT,84106,"$415,300 ","3 bds , 2 ba , 1,889 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/2607-S-Highland-Dr-Salt-Lake-City-UT-84106/12776207_zpid/
New Construction,3510 S 1100 E # MHMY95,Salt Lake City,UT,84106,"$469,900+","3 bds , 3 ba , 2,651+ sqft",,https://www.zillow.com/community/equinox-at-milcreek/2090753376_zpid/
Condo For Sale,1154 E 2700 S APT 113,Salt Lake City,UT,84106,"$210,000 ","2 bds , -- ba , 1,175 sqft",Cannon & Company,https://www.zillow.com/homedetails/1154-E-2700-S-APT-113-Salt-Lake-City-UT-84106/2090454453_zpid/
House For Sale,2511 S Hartford St,SALT LAKE CITY,UT,84106,"$419,000 ","3 bds , 2 ba , 1,580 sqft",Equity Real Estate - Results,https://www.zillow.com/homedetails/2511-S-Hartford-St-Salt-Lake-City-UT-84106/12777411_zpid/
House For Sale,573 E 3785 S,Salt Lake City,UT,84106,"$289,000 ","3 bds , 1 ba , 1,428 sqft",Utah Real Estate,https://www.zillow.com/homedetails/573-E-3785-S-Salt-Lake-City-UT-84106/2117860467_zpid/
House For Sale,3463 S Scott Park Ln,SALT LAKE CITY,UT,84106,"$499,000 ","4 bds , 3 ba , 3,589 sqft",Town & Country Apollo Properties,https://www.zillow.com/homedetails/3463-S-Scott-Park-Ln-Salt-Lake-City-UT-84106/72628391_zpid/
Condo For Sale,1482 E Foxboro Dr # 1,SALT LAKE CITY,UT,84106,"$219,000 ","2 bds , 2 ba , 950 sqft",,https://www.zillow.com/homedetails/1482-E-Foxboro-Dr-1-Salt-Lake-City-UT-84106/12792006_zpid/
House For Sale,1325 E Murphys Ln,Millcreek,UT,84106,"$319,000 ","2 bds , 1 ba , 1,368 sqft",Wellspring Realty,https://www.zillow.com/homedetails/1325-E-Murphys-Ln-Millcreek-UT-84106/2090451015_zpid/
House For Sale,1919 E 2100 S,SALT LAKE CITY,UT,84106,"$414,900 ","4 bds , 2 ba , 1,664 sqft",,https://www.zillow.com/homedetails/1919-E-2100-S-Salt-Lake-City-UT-84106/12776820_zpid/
Condo For Sale,3805 S 900 E UNIT 1,SALT LAKE CITY,UT,84106,"$184,000 ","2 bds , 2 ba , 1,004 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/3805-S-900-E-UNIT-1-Salt-Lake-City-UT-84106/83824124_zpid/
House For Sale,908 E Crandall Ave,SALT LAKE CITY,UT,84106,"$337,000 ","3 bds , 2 ba , 1,756 sqft",,https://www.zillow.com/homedetails/908-E-Crandall-Ave-Salt-Lake-City-UT-84106/12785876_zpid/
House For Sale,2685 S Imperial St,SALT LAKE CITY,UT,84106,"$315,000 ","3 bds , 1 ba , 1,560 sqft",,https://www.zillow.com/homedetails/2685-S-Imperial-St-Salt-Lake-City-UT-84106/12778010_zpid/
House For Sale,3381 S 900 E,SALT LAKE CITY,UT,84106,"$350,000 ","4 bds , 2 ba , 1,857 sqft",,https://www.zillow.com/homedetails/3381-S-900-E-Salt-Lake-City-UT-84106/12786926_zpid/
Condo For Sale,1134 E 3300 S APT 114,SALT LAKE CITY,UT,84106,"$214,900 ","2 bds , 2 ba , 1,131 sqft","NVS Real Estate, Inc.",https://www.zillow.com/homedetails/1134-E-3300-S-APT-114-Salt-Lake-City-UT-84106/65731166_zpid/
For Sale by Owner,2764 S Melbourne St,SALT LAKE CITY,UT,84106,"$539,000 ","4 bds , 3 ba , 2,040 sqft",,https://www.zillow.com/homedetails/2764-S-Melbourne-St-Salt-Lake-City-UT-84106/12784220_zpid/
House For Sale,1463 E 3045 S,SALT LAKE CITY,UT,84106,"$425,000 ","5 bds , 2 ba , 1,964 sqft",,https://www.zillow.com/homedetails/1463-E-3045-S-Salt-Lake-City-UT-84106/12783941_zpid/
House For Sale,3858 S 1860 E,SALT LAKE CITY,UT,84106,"$550,000 ","5 bds , 3 ba , 3,000 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/3858-S-1860-E-Salt-Lake-City-UT-84106/12792978_zpid/
House For Sale,2673 S 1700 E,SALT LAKE CITY,UT,84106,"$367,900 ","3 bds , 1 ba , 1,170 sqft",Urban Utah Homes & Estates,https://www.zillow.com/homedetails/2673-S-1700-E-Salt-Lake-City-UT-84106/12778043_zpid/
House For Sale,731 E Spring View Dr,SALT LAKE CITY,UT,84106,"$266,000 ","2 bds , 2 ba , 1,305 sqft",Home Rebates Realty LLC,https://www.zillow.com/homedetails/731-E-Spring-View-Dr-Salt-Lake-City-UT-84106/12786652_zpid/
House For Sale,1632 E 3045 S,SALT LAKE CITY,UT,84106,"$374,990 ","3 bds , 1 ba , 1,632 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/1632-E-3045-S-Salt-Lake-City-UT-84106/12784114_zpid/
New Construction,3510 S 1100 E # UQUDXX,Salt Lake City,UT,84106,"$429,900+","3 bds , 3 ba , 2,268+ sqft",,https://www.zillow.com/community/equinox-at-milcreek/2090753373_zpid/
Auction,825 E Spring View Dr,SALT LAKE CITY,UT,84106,,"-- bds , -- ba , -- sqft",,https://www.zillow.com/homedetails/825-E-Spring-View-Dr-Salt-Lake-City-UT-84106/12786710_zpid/
House For Sale,487 E Gloria S Ct,Salt Lake City,UT,84106,"$245,000 ","2 bds , 1 ba , 1,008 sqft",Equity Real Estate - Utah,https://www.zillow.com/homedetails/487-E-Gloria-S-Ct-Salt-Lake-City-UT-84106/2090615697_zpid/
Apartment For Sale,1235 E Elgin Ave,SALT LAKE CITY,UT,84106,"$413,900 ","4 bds , 3 ba , 2,680 sqft","TGS Properties, LLC",https://www.zillow.com/homedetails/1235-E-Elgin-Ave-Salt-Lake-City-UT-84106/12786575_zpid/
House For Sale,1311 E Murphys S Ln,Millcreek,UT,84106,"$499,900 ","4 bds , 4 ba , 3,794 sqft",Reliable Realty Inc,https://www.zillow.com/homedetails/1311-E-Murphys-S-Ln-Millcreek-UT-84106/2090567112_zpid/
New Construction,723 E Hundley Haven S Cir,Millcreek,UT,84106,"$510,000 ","3 bds , 3 ba , 3,148 sqft",Sky Realty Company,https://www.zillow.com/homedetails/723-E-Hundley-Haven-S-Cir-Millcreek-UT-84106/2090767386_zpid/
New Construction,725 E Hundley Haven Cir,Millcreek,UT,84106,"$510,000 ","3 bds , 3 ba , 2,854 sqft",Sky Realty Company,https://www.zillow.com/homedetails/725-E-Hundley-Haven-Cir-Millcreek-UT-84106/2090767417_zpid/
Lot/Land For Sale,1328 E Murphys S Ln,Millcreek,UT,84106,"$250,000 ",0.33 ac lot,Wellspring Realty,https://www.zillow.com/homedetails/1328-E-Murphys-S-Ln-Millcreek-UT-84106/2090724434_zpid/
House For Sale,1052 E 2700 S,SALT LAKE CITY,UT,84106,"$369,000 ","3 bds , 2 ba , 1,444 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/1052-E-2700-S-Salt-Lake-City-UT-84106/12776370_zpid/
House For Sale,2936 S Imperial E St,Millcreek,UT,84106,"$649,000 ","4 bds , 3 ba , 3,192 sqft",Equity Real Estate - Advantage,https://www.zillow.com/homedetails/2936-S-Imperial-E-St-Millcreek-UT-84106/2091020636_zpid/
House For Sale,1350 E Zenith Ave,SALT LAKE CITY,UT,84106,"$459,900 ","4 bds , 2.5 ba , 1,612 sqft",Realtypath LLC - Prestige,https://www.zillow.com/homedetails/1350-E-Zenith-Ave-Salt-Lake-City-UT-84106/12783821_zpid/
House For Sale,830 E 2700 S,SALT LAKE CITY,UT,84106,"$254,900 ","2 bds , 1 ba , 792 sqft",Plumb & Company,https://www.zillow.com/homedetails/830-E-2700-S-Salt-Lake-City-UT-84106/12775717_zpid/
House For Sale,2263 S Green E St,Salt Lake City,UT,84106,"$250,000 ","2 bds , 1 ba , 1,180 sqft",RANLife Real Estate,https://www.zillow.com/homedetails/2263-S-Green-E-St-Salt-Lake-City-UT-84106/2092862323_zpid/
House For Sale,1831 E 3170 S,SALT LAKE CITY,UT,84106,"$245,000 ","2 bds , 1 ba , 696 sqft","Utah Select Realty, Inc.",https://www.zillow.com/homedetails/1831-E-3170-S-Salt-Lake-City-UT-84106/12784966_zpid/
Townhouse For Sale,3378 S Shady Tree E Ct # 15,Salt Lake City,UT,84106,"$299,900 ","2 bds , 3 ba , 1,632 sqft",Realtypath Corporate,https://www.zillow.com/homedetails/3378-S-Shady-Tree-E-Ct-15-Salt-Lake-City-UT-84106/2091142210_zpid/
Condo For Sale,1192 E 2700 S # B13,SALT LAKE CITY,UT,84106,"$239,900 ","2 bds , 2 ba , 1,650 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1192-E-2700-S-B13-Salt-Lake-City-UT-84106/12776614_zpid/
House For Sale,3674 S Carolyn St,SALT LAKE CITY,UT,84106,"$370,000 ","3 bds , 3 ba , 2,056 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/3674-S-Carolyn-St-Salt-Lake-City-UT-84106/12790716_zpid/
New Construction,1937 E Evergreen Ave,SALT LAKE CITY,UT,84106,"$795,000 ","4 bds , 3 ba , 3,469 sqft","LF Realty, LLC",https://www.zillow.com/homedetails/1937-E-Evergreen-Ave-Salt-Lake-City-UT-84106/122330607_zpid/
House For Sale,3478 S 500 E,South Salt Lake,UT,84106,"$289,000 ","3 bds , 2 ba , 2,034 sqft",,https://www.zillow.com/homedetails/3478-S-500-E-South-Salt-Lake-UT-84106/2097077216_zpid/
House For Sale,1245 E 3745 S,SALT LAKE CITY,UT,84106,"$360,000 ","3 bds , 2 ba , 2,100 sqft",,https://www.zillow.com/homedetails/1245-E-3745-S-Salt-Lake-City-UT-84106/12790906_zpid/
House For Sale,1222 E Crandall Ave,SALT LAKE CITY,UT,84106,"$240,000 ","2 bds , 1 ba , 1,676 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/1222-E-Crandall-Ave-Salt-Lake-City-UT-84106/12786171_zpid/
For Sale by Owner,1438 E Woodland Ave,SALT LAKE CITY,UT,84106,"$377,758 ","3 bds , 2 ba , 1,712 sqft",,https://www.zillow.com/homedetails/1438-E-Woodland-Ave-Salt-Lake-City-UT-84106/12784672_zpid/
House For Sale,1594 E 3150 S,SALT LAKE CITY,UT,84106,"$439,900 ","3 bds , 3 ba , 1,929 sqft",RE/MAX RESULTS,https://www.zillow.com/homedetails/1594-E-3150-S-Salt-Lake-City-UT-84106/12784789_zpid/
House For Sale,3716 S Forest Hills Dr,Millcreek,UT,84106,"$279,000 ","Studio , -- ba , -- sqft",EXIT REALTY PLUS,https://www.zillow.com/homedetails/3716-S-Forest-Hills-Dr-Millcreek-UT-84106/2091187607_zpid/
Condo For Sale,765 E Three Fountains Cir UNIT 27,Salt Lake City,UT,84107,"$299,900 ","4 bds , 4 ba , 2,880 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/765-E-Three-Fountains-Cir-UNIT-27-Salt-Lake-City-UT-84107/12857690_zpid/
House For Sale,609 E Holly Haven Cir,Murray,UT,84107,"$749,000 ","5 bds , 3 ba , 3,796 sqft",Engel & Volkers Park City,https://www.zillow.com/homedetails/609-E-Holly-Haven-Cir-Murray-UT-84107/2116995430_zpid/
Home For Sale,226 E Trailorama Ave,Salt Lake City,UT,84107,"$70,000 ","3 bds , 2 ba , 1,500 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/226-E-Trailorama-Ave-Salt-Lake-City-UT-84107/2090494161_zpid/
Townhouse For Sale,5980 S Sultan W Cir # 5980,Murray,UT,84107,"$199,500 ","2 bds , 2 ba , 1,280 sqft",Flat Rate Homes,https://www.zillow.com/homedetails/5980-S-Sultan-W-Cir-5980-Murray-UT-84107/2090396803_zpid/
Townhouse For Sale,448 E Aspen Meadows Ct,Salt Lake City,UT,84107,"$349,900 ","4 bds , 4 ba , 2,578 sqft",,https://www.zillow.com/homedetails/448-E-Aspen-Meadows-Ct-Salt-Lake-City-UT-84107/55103426_zpid/
Auction,6022 S Afton Ave,Salt Lake City,UT,84107,$246K,"3 bds , 2 ba , 908 sqft",,https://www.zillow.com/homedetails/6022-S-Afton-Ave-Salt-Lake-City-UT-84107/50928561_zpid/
Condo For Sale,181 E 5460 S APT 6,Salt Lake City,UT,84107,"$130,000 ","2 bds , 1 ba , 950 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/181-E-5460-S-APT-6-Salt-Lake-City-UT-84107/12866098_zpid/
Condo For Sale,4022 S Chase Brook E Ln # 101,Murray,UT,84107,"$219,900 ","2 bds , 2 ba , 1,075 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/4022-S-Chase-Brook-E-Ln-101-Murray-UT-84107/2090456636_zpid/
For Sale by Owner,341 E Wilford Ave,Murray,UT,84107,"$489,000 ","4 bds , 4 ba , 4,132 sqft",,https://www.zillow.com/homedetails/341-E-Wilford-Ave-Murray-UT-84107/2098335793_zpid/
House For Sale,4362 S Detroiter Cir,Murray,UT,84107,"$34,000 ","3 bds , 2 ba , 1,200 sqft",RE/MAX MASTERS,https://www.zillow.com/homedetails/4362-S-Detroiter-Cir-Murray-UT-84107/2117059682_zpid/
Condo For Sale,4276 S Main St UNIT 308,Salt Lake City,UT,84107,"$199,900 ","2 bds , 2 ba , 1,005 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/4276-S-Main-St-UNIT-308-Salt-Lake-City-UT-84107/89429753_zpid/
New Construction,735 E Three Fountains Cir UNIT 46,Salt Lake City,UT,84107,"$375,000 ","5 bds , 4 ba , 2,880 sqft",,https://www.zillow.com/homedetails/735-E-Three-Fountains-Cir-UNIT-46-Salt-Lake-City-UT-84107/12857709_zpid/
Condo For Sale,4276 S Main St UNIT 405,Salt Lake City,UT,84107,"$209,000 ","2 bds , 2 ba , 978 sqft",,https://www.zillow.com/homedetails/4276-S-Main-St-UNIT-405-Salt-Lake-City-UT-84107/89426998_zpid/
Townhouse For Sale,4712 S Millrace Ln,Murray,UT,84107,"$509,900 ","3 bds , 3 ba , 2,443 sqft",McOmber Team Real Estate,https://www.zillow.com/homedetails/4712-S-Millrace-Ln-Murray-UT-84107/2092036034_zpid/
New Construction,5632 S Justice Howe E Ln # 2,Murray,UT,84107,"$338,755 ","3 bds , 3 ba , 1,864 sqft",Hamlet Homes IV Corporation,https://www.zillow.com/homedetails/5632-S-Justice-Howe-E-Ln-2-Murray-UT-84107/2090502995_zpid/
House For Sale,716 E 4255 S,Salt Lake City,UT,84107,"$299,500 ","3 bds , 2 ba , 1,322 sqft",Ulrich REALTORS,https://www.zillow.com/homedetails/716-E-4255-S-Salt-Lake-City-UT-84107/12854184_zpid/
House For Sale,476 E Vine St,Salt Lake City,UT,84107,"$729,900 ","4 bds , 4 ba , 3,793 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/476-E-Vine-St-Salt-Lake-City-UT-84107/145606410_zpid/
New Construction,5632 S Justice Howe E Ln # 4,Murray,UT,84107,"$356,045 ","3 bds , 3 ba , 1,864 sqft",Hamlet Homes IV Corporation,https://www.zillow.com/homedetails/5632-S-Justice-Howe-E-Ln-4-Murray-UT-84107/2090504873_zpid/
House For Sale,617 E Par Three S Ln,Murray,UT,84107,"$779,000 ","5 bds , 4 ba , 4,144 sqft",iPro Realty Network (Orem),https://www.zillow.com/homedetails/617-E-Par-Three-S-Ln-Murray-UT-84107/2092437875_zpid/
Condo For Sale,643 E 3990 S UNIT D,Salt Lake City,UT,84107,"$215,000 ","2 bds , 2 ba , 1,320 sqft",IMPOWER REAL ESTATE - NINJA,https://www.zillow.com/homedetails/643-E-3990-S-UNIT-D-Salt-Lake-City-UT-84107/12789712_zpid/
Condo For Sale,735 E Three Fountains Cir UNIT 51,Salt Lake City,UT,84107,"$395,000 ","4 bds , 4 ba , 2,929 sqft",UTAH'S BEST REAL ESTATE GROUP LLC,https://www.zillow.com/homedetails/735-E-Three-Fountains-Cir-UNIT-51-Salt-Lake-City-UT-84107/12857714_zpid/
House For Sale,757 E Grand Cayman Dr,Murray,UT,84107,"$439,900 ","4 bds , 3 ba , 2,850 sqft",,https://www.zillow.com/homedetails/757-E-Grand-Cayman-Dr-Murray-UT-84107/2096282992_zpid/
Condo For Sale,5486 S Willow Ln,Salt Lake City,UT,84107,"$179,000 ","2 bds , 2 ba , 1,050 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/5486-S-Willow-Ln-Salt-Lake-City-UT-84107/12866640_zpid/
Home For Sale,272 E Park Hill Way,Murray,UT,84107,"$15,000 ","1 bd , 1 ba , 658 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/272-E-Park-Hill-Way-Murray-UT-84107/2091187681_zpid/
Lot/Land For Sale,4255 S 300 W,Murray,UT,84107,"$9,880,000 ",9.88 ac lot,,https://www.zillow.com/homedetails/4255-S-300-W-Murray-UT-84107/2111623305_zpid/
House For Sale,4535 S Creekview Dr,Murray,UT,84107,"$259,900 ","4 bds , 1 ba , 1,700 sqft",,https://www.zillow.com/homedetails/4535-S-Creekview-Dr-Murray-UT-84107/2109274809_zpid/
House For Sale,4671 S Green Valley Dr,Salt Lake City,UT,84107,"$319,900 ","3 bds , 2 ba , 1,545 sqft",,https://www.zillow.com/homedetails/4671-S-Green-Valley-Dr-Salt-Lake-City-UT-84107/12854739_zpid/
House For Sale,4580 S 600 E,Salt Lake City,UT,84107,"$309,900 ","3 bds , 3 ba , 2,340 sqft",,https://www.zillow.com/homedetails/4580-S-600-E-Salt-Lake-City-UT-84107/12856216_zpid/
House For Sale,4623 S Zenia Meadows Ct,Salt Lake City,UT,84107,"$375,000 ","4 bds , 4 ba , 1,825 sqft",,https://www.zillow.com/homedetails/4623-S-Zenia-Meadows-Ct-Salt-Lake-City-UT-84107/52836265_zpid/
House For Sale,732 E Erekson Ct,Salt Lake City,UT,84107,"$849,900 ","5 bds , 4 ba , 4,393 sqft",,https://www.zillow.com/homedetails/732-E-Erekson-Ct-Salt-Lake-City-UT-84107/145606476_zpid/
House For Sale,6233 S 340 E,Salt Lake City,UT,84107,"$329,000 ","5 bds , 3 ba , 1,586 sqft",Town & Country Apollo Properties,https://www.zillow.com/homedetails/6233-S-340-E-Salt-Lake-City-UT-84107/12867680_zpid/
House For Sale,5347 S Kenwood Dr,Murray,UT,84107,"$750,000 ","4 bds , 3 ba , 3,538 sqft",,https://www.zillow.com/homedetails/5347-S-Kenwood-Dr-Murray-UT-84107/2091257709_zpid/
House For Sale,4743 S Glencrest E Ln,Murray,UT,84107,"$609,900 ","7 bds , 5 ba , 5,842 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/4743-S-Glencrest-E-Ln-Murray-UT-84107/2091627361_zpid/
Lot/Land For Sale,262 E 5900 S St,Murray,UT,84107,"$359,900 ",0.49 ac lot,Equity Real Estate  - Buckley-Branch,https://www.zillow.com/homedetails/262-E-5900-S-St-Murray-UT-84107/2091052785_zpid/
House For Sale,4328 S Park St,Salt Lake City,UT,84107,"$344,900 ","4 bds , 2 ba , 1,950 sqft",Realtypath LLC - Home and Family,https://www.zillow.com/homedetails/4328-S-Park-St-Salt-Lake-City-UT-84107/12855831_zpid/
Condo For Sale,668 E 4119 S,Salt Lake City,UT,84107,"$354,900 ","3 bds , 3 ba , 2,800 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/668-E-4119-S-Salt-Lake-City-UT-84107/12855636_zpid/
Apartment For Sale,4520 S 200 E # 1-8,Murray,UT,84107,"$1,600,000 ","16 bds , -- ba , 8,800 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/4520-S-200-E-1-8-Murray-UT-84107/2092233096_zpid/
Lot/Land For Sale,248 W 5th Ave,Murray,UT,84107,"$279,900 ",0.42 ac lot,RANLife Real Estate,https://www.zillow.com/homedetails/248-W-5th-Ave-Murray-UT-84107/2091181101_zpid/
Condo For Sale,287 E 4600 S,Salt Lake City,UT,84107,"$369,900 ","4 bds , 4 ba , 3,089 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/287-E-4600-S-Salt-Lake-City-UT-84107/12855956_zpid/
Apartment For Sale,4464 S Gordon Ln,Salt Lake City,UT,84107,"$355,000 ","3 bds , 4 ba , 2,479 sqft",goBE (Realty II),https://www.zillow.com/homedetails/4464-S-Gordon-Ln-Salt-Lake-City-UT-84107/119546011_zpid/
Townhouse For Sale,4900 S Three Fountains Dr UNIT 137,Salt Lake City,UT,84107,"$389,900 ","3 bds , 3 ba , 3,050 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/4900-S-Three-Fountains-Dr-UNIT-137-Salt-Lake-City-UT-84107/12857576_zpid/
Lot/Land For Sale,4115 S 300 E,Salt Lake City,UT,84107,"$450,000 ",0.46 ac lot,Equity Real Estate - Luxury Group,https://www.zillow.com/homedetails/4115-S-300-E-Salt-Lake-City-UT-84107/12855506_zpid/
House For Sale,4732 S Hidden Woods Ln,Salt Lake City,UT,84107,"$750,000 ","5 bds , 4 ba , 4,812 sqft",Utah Real Estate,https://www.zillow.com/homedetails/4732-S-Hidden-Woods-Ln-Salt-Lake-City-UT-84107/83825951_zpid/
House For Sale,1752 E Rosecrest Dr,SALT LAKE CITY,UT,84108,"$525,000 ","4 bds , 3 ba , 2,059 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/1752-E-Rosecrest-Dr-Salt-Lake-City-UT-84108/12767193_zpid/
House For Sale,1752 E Rosecrest S Dr,Salt Lake City,UT,84108,"$525,000 ","4 bds , 3 ba , 2,059 sqft",Coldwell Banker Residential Brokerage-Sugarhouse,https://www.zillow.com/homedetails/1752-E-Rosecrest-S-Dr-Salt-Lake-City-UT-84108/2090376216_zpid/
House For Sale,6107 E Last Camp Cir,SALT LAKE CITY,UT,84108,"$995,000 ","4 bds , 4 ba , 5,119 sqft",Plumb & Company,https://www.zillow.com/homedetails/6107-E-Last-Camp-Cir-Salt-Lake-City-UT-84108/12722418_zpid/
Condo For Sale,3075 E Kennedy Dr APT 116,SALT LAKE CITY,UT,84108,"$339,000 ","2 bds , 2 ba , 1,331 sqft",RE/MAX OVERLAND,https://www.zillow.com/homedetails/3075-E-Kennedy-Dr-APT-116-Salt-Lake-City-UT-84108/61167587_zpid/
Lot/Land For Sale,1639 S Devonshire Dr,Salt Lake City,UT,84108,"$850,000 ",2.47 ac lot,Coldwell Banker Residential Brokerage - Park City Newpark,https://www.zillow.com/homedetails/1639-S-Devonshire-Dr-Salt-Lake-City-UT-84108/2090370951_zpid/
House For Sale,1866 E 1300 S,SALT LAKE CITY,UT,84108,"$599,000 ","5 bds , 2 ba , 2,116 sqft",REDFIN CORPORATION,https://www.zillow.com/homedetails/1866-E-1300-S-Salt-Lake-City-UT-84108/12762080_zpid/
House For Sale,2777 E Comanche Dr,SALT LAKE CITY,UT,84108,"$1,200,000 ","4 bds , 3 ba , 4,065 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/2777-E-Comanche-Dr-Salt-Lake-City-UT-84108/12763883_zpid/
House For Sale,2970 E Devonshire Cir,SALT LAKE CITY,UT,84108,"$1,330,000 ","8 bds , 6 ba , 6,637 sqft",,https://www.zillow.com/homedetails/2970-E-Devonshire-Cir-Salt-Lake-City-UT-84108/12763764_zpid/
Condo For Sale,2090 E Michigan Ave,SALT LAKE CITY,UT,84108,"$424,900 ","3 bds , 3 ba , 2,094 sqft",Integrity Real Estate Service,https://www.zillow.com/homedetails/2090-E-Michigan-Ave-Salt-Lake-City-UT-84108/12762404_zpid/
House For Sale,417 S Maryfield Dr,SALT LAKE CITY,UT,84108,"$910,000 ","3 bds , 2 ba , 4,412 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/417-S-Maryfield-Dr-Salt-Lake-City-UT-84108/83813609_zpid/
Condo For Sale,939 S Donner Way APT 113,SALT LAKE CITY,UT,84108,"$349,900 ","2 bds , 2 ba , 1,400 sqft",McOmber Team Real Estate,https://www.zillow.com/homedetails/939-S-Donner-Way-APT-113-Salt-Lake-City-UT-84108/12763192_zpid/
House For Sale,2474 9TH South Cir,SALT LAKE CITY,UT,84108,"$1,150,000 ","5 bds , 3 ba , 3,652 sqft",Plumb & Company,https://www.zillow.com/homedetails/2474-9TH-South-Cir-Salt-Lake-City-UT-84108/12762383_zpid/
House For Sale,1779 E Ramona Ave,SALT LAKE CITY,UT,84108,"$479,950 ","5 bds , 1.75 ba , 1,992 sqft",,https://www.zillow.com/homedetails/1779-E-Ramona-Ave-Salt-Lake-City-UT-84108/12768609_zpid/
House For Sale,2029 E Aldo S Cir,Salt Lake City,UT,84108,"$625,000 ","4 bds , 2 ba , 2,596 sqft","The Group Real Estate, LLC",https://www.zillow.com/homedetails/2029-E-Aldo-S-Cir-Salt-Lake-City-UT-84108/2090741002_zpid/
Condo For Sale,875 S Donner Way APT 403,SALT LAKE CITY,UT,84108,"$348,000 ","2 bds , 2 ba , 1,300 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/875-S-Donner-Way-APT-403-Salt-Lake-City-UT-84108/12762947_zpid/
House For Sale,1785 E Michigan Ave,SALT LAKE CITY,UT,84108,"$2,290,000 ","4 bds , 5 ba , 4,421 sqft",,https://www.zillow.com/homedetails/1785-E-Michigan-Ave-Salt-Lake-City-UT-84108/12760694_zpid/
House For Sale,3714 E Sunnydale Ln,SALT LAKE CITY,UT,84108,"$490,000 ","3 bds , 2 ba , 1,320 sqft",,https://www.zillow.com/homedetails/3714-E-Sunnydale-Ln-Salt-Lake-City-UT-84108/12752685_zpid/
House For Sale,6676 E Emigration Canyon Rd,SALT LAKE CITY,UT,84108,"$550,000 ","3 bds , 3 ba , 2,965 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/6676-E-Emigration-Canyon-Rd-Salt-Lake-City-UT-84108/12722594_zpid/
House For Sale,6451 E Brigham Fork Cir,SALT LAKE CITY,UT,84108,"$10,762,200 ","4 bds , 6 ba , 11,646 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/6451-E-Brigham-Fork-Cir-Salt-Lake-City-UT-84108/63340957_zpid/
Condo For Sale,850 S Donner Way APT 301,SALT LAKE CITY,UT,84108,"$366,000 ","3 bds , 2 ba , 1,800 sqft",Coldwell Banker Residential Brokerage - Station Park,https://www.zillow.com/homedetails/850-S-Donner-Way-APT-301-Salt-Lake-City-UT-84108/12763030_zpid/
House For Sale,2069 E Logan Ave,SALT LAKE CITY,UT,84108,"$719,900 ","4 bds , 3 ba , 3,002 sqft",RealtyONE Group Signature,https://www.zillow.com/homedetails/2069-E-Logan-Ave-Salt-Lake-City-UT-84108/12764617_zpid/
House For Sale,2581 E 1300 S,SALT LAKE CITY,UT,84108,"$1,250,000 ","3 bds , 3 ba , 3,552 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/2581-E-1300-S-Salt-Lake-City-UT-84108/12762805_zpid/
House For Sale,1710 S Soleil Cv,SALT LAKE CITY,UT,84108,"$1,020,000 ","5 bds , 4 ba , 4,644 sqft",Plumb & Company,https://www.zillow.com/homedetails/1710-S-Soleil-Cv-Salt-Lake-City-UT-84108/117877025_zpid/
For Sale by Owner,2299 E 1700 S,Slc,UT,84108,"$425,000 ","3 bds , 2 ba , 1,921 sqft",,https://www.zillow.com/homedetails/2299-E-1700-S-Slc-UT-84108/2091928144_zpid/
