zpid,title,address,city,state,postal_code,price,facts and features,url,beds,baths,sqft,neighborhood,region,price_per_sqft,size_type
12770148,For Sale by Owner,1542 S 1300 E,SALT LAKE CITY,UT,84105,499990.0,"5 bds , 2 ba , 2,072 sqft",https://www.zillow.com/homedetails/1542-S-1300-E-Salt-Lake-City-UT-84105/12770148_zpid/,5.0,2.0,2072.0,Downtown SLC,Downtown-SLC,241.30791505791507,medium
12773021,Apartment For Sale,1750 S Park St,SALT LAKE CITY,UT,84105,389000.0,"4 bds , 2 ba , 1,580 sqft",https://www.zillow.com/homedetails/1750-S-Park-St-Salt-Lake-City-UT-84105/12773021_zpid/,4.0,2.0,1580.0,Downtown SLC,Downtown-SLC,246.20253164556962,medium
12760033,Lot/Land For Sale,1087 S 1300 E,SALT LAKE CITY,UT,84105,450000.0,"8,276 sqft lot",https://www.zillow.com/homedetails/1087-S-1300-E-Salt-Lake-City-UT-84105/12760033_zpid/,,,,Downtown SLC,Downtown-SLC,,medium
12760067,House For Sale,1232 S Mcclelland St,SALT LAKE CITY,UT,84105,739000.0,"6 bds , 5 ba , 5,701 sqft",https://www.zillow.com/homedetails/1232-S-Mcclelland-St-Salt-Lake-City-UT-84105/12760067_zpid/,6.0,5.0,5701.0,Downtown SLC,Downtown-SLC,129.6263813366076,large
61167680,Townhouse For Sale,2233 S 500 E APT 131,SALT LAKE CITY,UT,84106,274990.0,"3 bds , 2 ba , 1,799 sqft",https://www.zillow.com/homedetails/2233-S-500-E-APT-131-Salt-Lake-City-UT-84106/61167680_zpid/,3.0,2.0,1799.0,Downtown SLC,Downtown-SLC,152.85714285714286,medium
2090376220,House For Sale,3349 S Ararat E St,SALT LAKE CITY,UT,84106,325000.0,"2 bds , 2 ba , 1,125 sqft",https://www.zillow.com/homedetails/3349-S-Ararat-E-St-Salt-Lake-City-UT-84106/2090376220_zpid/,2.0,2.0,1125.0,Downtown SLC,Downtown-SLC,288.8888888888889,small
2090753375,New Construction,3510 S 1100 E # QN72OD,SALT LAKE CITY,UT,84106,445900.0,"3 bds , 3 ba , 2,406+ sqft",https://www.zillow.com/community/equinox-at-milcreek/2090753375_zpid/,3.0,3.0,2406.0,Downtown SLC,Downtown-SLC,185.32834580216127,large
2090753374,New Construction,3510 S 1100 E # OVQSNC,SALT LAKE CITY,UT,84106,440900.0,"3 bds , 3 ba , 2,381+ sqft",https://www.zillow.com/community/equinox-at-milcreek/2090753374_zpid/,3.0,3.0,2381.0,Downtown SLC,Downtown-SLC,185.1742965140697,medium
2090344163,Apartment For Sale,2593 S 700 E,SALT LAKE CITY,UT,84106,349000.0,"4 bds , 4 ba , 2,744 sqft",https://www.zillow.com/homedetails/2593-S-700-E-Salt-Lake-City-UT-84106/2090344163_zpid/,4.0,4.0,2744.0,Downtown SLC,Downtown-SLC,127.1865889212828,large
12783660,For Sale by Owner,2800 S Filmore St,SALT LAKE CITY,UT,84106,689000.0,"3 bds , 2 ba , 2,040 sqft",https://www.zillow.com/homedetails/2800-S-Filmore-St-Salt-Lake-City-UT-84106/12783660_zpid/,3.0,2.0,2040.0,Downtown SLC,Downtown-SLC,337.7450980392157,medium
12783748,House For Sale,2855 S Filmore St,SALT LAKE CITY,UT,84106,399000.0,"3 bds , 2 ba , 1,752 sqft",https://www.zillow.com/homedetails/2855-S-Filmore-St-Salt-Lake-City-UT-84106/12783748_zpid/,3.0,2.0,1752.0,Downtown SLC,Downtown-SLC,227.73972602739727,medium
12784923,House For Sale,1721 E 3150 S,SALT LAKE CITY,UT,84106,329700.0,"2 bds , 2 ba , 1,520 sqft",https://www.zillow.com/homedetails/1721-E-3150-S-Salt-Lake-City-UT-84106/12784923_zpid/,2.0,2.0,1520.0,Downtown SLC,Downtown-SLC,216.9078947368421,medium
12777863,House For Sale,2539 S Imperial St,SALT LAKE CITY,UT,84106,449500.0,"4 bds , 2 ba , 1,681 sqft",https://www.zillow.com/homedetails/2539-S-Imperial-St-Salt-Lake-City-UT-84106/12777863_zpid/,4.0,2.0,1681.0,Downtown SLC,Downtown-SLC,267.4003569303986,medium
52834830,Condo For Sale,2588 S 900 E APT 31,SALT LAKE CITY,UT,84106,179900.0,"2 bds , 1 ba , 935 sqft",https://www.zillow.com/homedetails/2588-S-900-E-APT-31-Salt-Lake-City-UT-84106/52834830_zpid/,2.0,1.0,935.0,Downtown SLC,Downtown-SLC,192.40641711229947,small
12774076,House For Sale,2162 S Green St,SALT LAKE CITY,UT,84106,379900.0,"3 bds , 1 ba , 1,846 sqft",https://www.zillow.com/homedetails/2162-S-Green-St-Salt-Lake-City-UT-84106/12774076_zpid/,3.0,1.0,1846.0,Downtown SLC,Downtown-SLC,205.79631635969665,medium
12776207,House For Sale,2607 S Highland Dr,SALT LAKE CITY,UT,84106,415300.0,"3 bds , 2 ba , 1,889 sqft",https://www.zillow.com/homedetails/2607-S-Highland-Dr-Salt-Lake-City-UT-84106/12776207_zpid/,3.0,2.0,1889.0,Downtown SLC,Downtown-SLC,219.85177342509263,medium
2090753376,New Construction,3510 S 1100 E # MHMY95,SALT LAKE CITY,UT,84106,469900.0,"3 bds , 3 ba , 2,651+ sqft",https://www.zillow.com/community/equinox-at-milcreek/2090753376_zpid/,3.0,3.0,2651.0,Downtown SLC,Downtown-SLC,177.25386646548472,large
2090454453,Condo For Sale,1154 E 2700 S APT 113,SALT LAKE CITY,UT,84106,210000.0,"2 bds , -- ba , 1,175 sqft",https://www.zillow.com/homedetails/1154-E-2700-S-APT-113-Salt-Lake-City-UT-84106/2090454453_zpid/,2.0,,1175.0,Downtown SLC,Downtown-SLC,178.72340425531914,small
12777411,House For Sale,2511 S Hartford St,SALT LAKE CITY,UT,84106,419000.0,"3 bds , 2 ba , 1,580 sqft",https://www.zillow.com/homedetails/2511-S-Hartford-St-Salt-Lake-City-UT-84106/12777411_zpid/,3.0,2.0,1580.0,Downtown SLC,Downtown-SLC,265.1898734177215,medium
2117860467,House For Sale,573 E 3785 S,SALT LAKE CITY,UT,84106,289000.0,"3 bds , 1 ba , 1,428 sqft",https://www.zillow.com/homedetails/573-E-3785-S-Salt-Lake-City-UT-84106/2117860467_zpid/,3.0,1.0,1428.0,Downtown SLC,Downtown-SLC,202.38095238095238,medium
72628391,House For Sale,3463 S Scott Park Ln,SALT LAKE CITY,UT,84106,499000.0,"4 bds , 3 ba , 3,589 sqft",https://www.zillow.com/homedetails/3463-S-Scott-Park-Ln-Salt-Lake-City-UT-84106/72628391_zpid/,4.0,3.0,3589.0,Downtown SLC,Downtown-SLC,139.0359431596545,large
12792006,Condo For Sale,1482 E Foxboro Dr # 1,SALT LAKE CITY,UT,84106,219000.0,"2 bds , 2 ba , 950 sqft",https://www.zillow.com/homedetails/1482-E-Foxboro-Dr-1-Salt-Lake-City-UT-84106/12792006_zpid/,2.0,2.0,950.0,Downtown SLC,Downtown-SLC,230.52631578947367,small
2090451015,House For Sale,1325 E Murphys Ln,MILLCREEK,UT,84106,319000.0,"2 bds , 1 ba , 1,368 sqft",https://www.zillow.com/homedetails/1325-E-Murphys-Ln-Millcreek-UT-84106/2090451015_zpid/,2.0,1.0,1368.0,Downtown SLC,Downtown-SLC,233.18713450292398,medium
12776820,House For Sale,1919 E 2100 S,SALT LAKE CITY,UT,84106,414900.0,"4 bds , 2 ba , 1,664 sqft",https://www.zillow.com/homedetails/1919-E-2100-S-Salt-Lake-City-UT-84106/12776820_zpid/,4.0,2.0,1664.0,Downtown SLC,Downtown-SLC,249.33894230769232,medium
83824124,Condo For Sale,3805 S 900 E UNIT 1,SALT LAKE CITY,UT,84106,184000.0,"2 bds , 2 ba , 1,004 sqft",https://www.zillow.com/homedetails/3805-S-900-E-UNIT-1-Salt-Lake-City-UT-84106/83824124_zpid/,2.0,2.0,1004.0,Downtown SLC,Downtown-SLC,183.26693227091633,small
12785876,House For Sale,908 E Crandall Ave,SALT LAKE CITY,UT,84106,337000.0,"3 bds , 2 ba , 1,756 sqft",https://www.zillow.com/homedetails/908-E-Crandall-Ave-Salt-Lake-City-UT-84106/12785876_zpid/,3.0,2.0,1756.0,Downtown SLC,Downtown-SLC,191.9134396355353,medium
12778010,House For Sale,2685 S Imperial St,SALT LAKE CITY,UT,84106,315000.0,"3 bds , 1 ba , 1,560 sqft",https://www.zillow.com/homedetails/2685-S-Imperial-St-Salt-Lake-City-UT-84106/12778010_zpid/,3.0,1.0,1560.0,Downtown SLC,Downtown-SLC,201.92307692307693,medium
12786926,House For Sale,3381 S 900 E,SALT LAKE CITY,UT,84106,350000.0,"4 bds , 2 ba , 1,857 sqft",https://www.zillow.com/homedetails/3381-S-900-E-Salt-Lake-City-UT-84106/12786926_zpid/,4.0,2.0,1857.0,Downtown SLC,Downtown-SLC,188.4760366182014,medium
65731166,Condo For Sale,1134 E 3300 S APT 114,SALT LAKE CITY,UT,84106,214900.0,"2 bds , 2 ba , 1,131 sqft",https://www.zillow.com/homedetails/1134-E-3300-S-APT-114-Salt-Lake-City-UT-84106/65731166_zpid/,2.0,2.0,1131.0,Downtown SLC,Downtown-SLC,190.00884173297968,small
12784220,For Sale by Owner,2764 S Melbourne St,SALT LAKE CITY,UT,84106,539000.0,"4 bds , 3 ba , 2,040 sqft",https://www.zillow.com/homedetails/2764-S-Melbourne-St-Salt-Lake-City-UT-84106/12784220_zpid/,4.0,3.0,2040.0,Downtown SLC,Downtown-SLC,264.2156862745098,medium
12783941,House For Sale,1463 E 3045 S,SALT LAKE CITY,UT,84106,425000.0,"5 bds , 2 ba , 1,964 sqft",https://www.zillow.com/homedetails/1463-E-3045-S-Salt-Lake-City-UT-84106/12783941_zpid/,5.0,2.0,1964.0,Downtown SLC,Downtown-SLC,216.39511201629327,medium
12792978,House For Sale,3858 S 1860 E,SALT LAKE CITY,UT,84106,550000.0,"5 bds , 3 ba , 3,000 sqft",https://www.zillow.com/homedetails/3858-S-1860-E-Salt-Lake-City-UT-84106/12792978_zpid/,5.0,3.0,3000.0,Downtown SLC,Downtown-SLC,183.33333333333334,large
12778043,House For Sale,2673 S 1700 E,SALT LAKE CITY,UT,84106,367900.0,"3 bds , 1 ba , 1,170 sqft",https://www.zillow.com/homedetails/2673-S-1700-E-Salt-Lake-City-UT-84106/12778043_zpid/,3.0,1.0,1170.0,Downtown SLC,Downtown-SLC,314.44444444444446,small
12786652,House For Sale,731 E Spring View Dr,SALT LAKE CITY,UT,84106,266000.0,"2 bds , 2 ba , 1,305 sqft",https://www.zillow.com/homedetails/731-E-Spring-View-Dr-Salt-Lake-City-UT-84106/12786652_zpid/,2.0,2.0,1305.0,Downtown SLC,Downtown-SLC,203.83141762452107,medium
12784114,House For Sale,1632 E 3045 S,SALT LAKE CITY,UT,84106,374990.0,"3 bds , 1 ba , 1,632 sqft",https://www.zillow.com/homedetails/1632-E-3045-S-Salt-Lake-City-UT-84106/12784114_zpid/,3.0,1.0,1632.0,Downtown SLC,Downtown-SLC,229.7732843137255,medium
2090753373,New Construction,3510 S 1100 E # UQUDXX,SALT LAKE CITY,UT,84106,429900.0,"3 bds , 3 ba , 2,268+ sqft",https://www.zillow.com/community/equinox-at-milcreek/2090753373_zpid/,3.0,3.0,2268.0,Downtown SLC,Downtown-SLC,189.55026455026456,medium
2090615697,House For Sale,487 E Gloria S Ct,SALT LAKE CITY,UT,84106,245000.0,"2 bds , 1 ba , 1,008 sqft",https://www.zillow.com/homedetails/487-E-Gloria-S-Ct-Salt-Lake-City-UT-84106/2090615697_zpid/,2.0,1.0,1008.0,Downtown SLC,Downtown-SLC,243.05555555555554,small
12786575,Apartment For Sale,1235 E Elgin Ave,SALT LAKE CITY,UT,84106,413900.0,"4 bds , 3 ba , 2,680 sqft",https://www.zillow.com/homedetails/1235-E-Elgin-Ave-Salt-Lake-City-UT-84106/12786575_zpid/,4.0,3.0,2680.0,Downtown SLC,Downtown-SLC,154.4402985074627,large
2090567112,House For Sale,1311 E Murphys S Ln,MILLCREEK,UT,84106,499900.0,"4 bds , 4 ba , 3,794 sqft",https://www.zillow.com/homedetails/1311-E-Murphys-S-Ln-Millcreek-UT-84106/2090567112_zpid/,4.0,4.0,3794.0,Downtown SLC,Downtown-SLC,131.76067474960465,large
2090767386,New Construction,723 E Hundley Haven S Cir,MILLCREEK,UT,84106,510000.0,"3 bds , 3 ba , 3,148 sqft",https://www.zillow.com/homedetails/723-E-Hundley-Haven-S-Cir-Millcreek-UT-84106/2090767386_zpid/,3.0,3.0,3148.0,Downtown SLC,Downtown-SLC,162.00762388818296,large
2090767417,New Construction,725 E Hundley Haven Cir,MILLCREEK,UT,84106,510000.0,"3 bds , 3 ba , 2,854 sqft",https://www.zillow.com/homedetails/725-E-Hundley-Haven-Cir-Millcreek-UT-84106/2090767417_zpid/,3.0,3.0,2854.0,Downtown SLC,Downtown-SLC,178.69656622284512,large
2090724434,Lot/Land For Sale,1328 E Murphys S Ln,MILLCREEK,UT,84106,250000.0,0.33 ac lot,https://www.zillow.com/homedetails/1328-E-Murphys-S-Ln-Millcreek-UT-84106/2090724434_zpid/,,,,Downtown SLC,Downtown-SLC,,medium
12776370,House For Sale,1052 E 2700 S,SALT LAKE CITY,UT,84106,369000.0,"3 bds , 2 ba , 1,444 sqft",https://www.zillow.com/homedetails/1052-E-2700-S-Salt-Lake-City-UT-84106/12776370_zpid/,3.0,2.0,1444.0,Downtown SLC,Downtown-SLC,255.54016620498615,medium
2091020636,House For Sale,2936 S Imperial E St,MILLCREEK,UT,84106,649000.0,"4 bds , 3 ba , 3,192 sqft",https://www.zillow.com/homedetails/2936-S-Imperial-E-St-Millcreek-UT-84106/2091020636_zpid/,4.0,3.0,3192.0,Downtown SLC,Downtown-SLC,203.32080200501252,large
12783821,House For Sale,1350 E Zenith Ave,SALT LAKE CITY,UT,84106,459900.0,"4 bds , 2.5 ba , 1,612 sqft",https://www.zillow.com/homedetails/1350-E-Zenith-Ave-Salt-Lake-City-UT-84106/12783821_zpid/,4.0,2.5,1612.0,Downtown SLC,Downtown-SLC,285.29776674937966,medium
12775717,House For Sale,830 E 2700 S,SALT LAKE CITY,UT,84106,254900.0,"2 bds , 1 ba , 792 sqft",https://www.zillow.com/homedetails/830-E-2700-S-Salt-Lake-City-UT-84106/12775717_zpid/,2.0,1.0,792.0,Downtown SLC,Downtown-SLC,321.84343434343435,small
2092862323,House For Sale,2263 S Green E St,SALT LAKE CITY,UT,84106,250000.0,"2 bds , 1 ba , 1,180 sqft",https://www.zillow.com/homedetails/2263-S-Green-E-St-Salt-Lake-City-UT-84106/2092862323_zpid/,2.0,1.0,1180.0,Downtown SLC,Downtown-SLC,211.864406779661,small
12784966,House For Sale,1831 E 3170 S,SALT LAKE CITY,UT,84106,245000.0,"2 bds , 1 ba , 696 sqft",https://www.zillow.com/homedetails/1831-E-3170-S-Salt-Lake-City-UT-84106/12784966_zpid/,2.0,1.0,696.0,Downtown SLC,Downtown-SLC,352.01149425287355,small
2091142210,Townhouse For Sale,3378 S Shady Tree E Ct # 15,SALT LAKE CITY,UT,84106,299900.0,"2 bds , 3 ba , 1,632 sqft",https://www.zillow.com/homedetails/3378-S-Shady-Tree-E-Ct-15-Salt-Lake-City-UT-84106/2091142210_zpid/,2.0,3.0,1632.0,Downtown SLC,Downtown-SLC,183.76225490196077,medium
12776614,Condo For Sale,1192 E 2700 S # B13,SALT LAKE CITY,UT,84106,239900.0,"2 bds , 2 ba , 1,650 sqft",https://www.zillow.com/homedetails/1192-E-2700-S-B13-Salt-Lake-City-UT-84106/12776614_zpid/,2.0,2.0,1650.0,Downtown SLC,Downtown-SLC,145.3939393939394,medium
12790716,House For Sale,3674 S Carolyn St,SALT LAKE CITY,UT,84106,370000.0,"3 bds , 3 ba , 2,056 sqft",https://www.zillow.com/homedetails/3674-S-Carolyn-St-Salt-Lake-City-UT-84106/12790716_zpid/,3.0,3.0,2056.0,Downtown SLC,Downtown-SLC,179.96108949416342,medium
122330607,New Construction,1937 E Evergreen Ave,SALT LAKE CITY,UT,84106,795000.0,"4 bds , 3 ba , 3,469 sqft",https://www.zillow.com/homedetails/1937-E-Evergreen-Ave-Salt-Lake-City-UT-84106/122330607_zpid/,4.0,3.0,3469.0,Downtown SLC,Downtown-SLC,229.17267223983856,large
2097077216,House For Sale,3478 S 500 E,SOUTH SALT LAKE,UT,84106,289000.0,"3 bds , 2 ba , 2,034 sqft",https://www.zillow.com/homedetails/3478-S-500-E-South-Salt-Lake-UT-84106/2097077216_zpid/,3.0,2.0,2034.0,Downtown SLC,Downtown-SLC,142.08456243854474,medium
12790906,House For Sale,1245 E 3745 S,SALT LAKE CITY,UT,84106,360000.0,"3 bds , 2 ba , 2,100 sqft",https://www.zillow.com/homedetails/1245-E-3745-S-Salt-Lake-City-UT-84106/12790906_zpid/,3.0,2.0,2100.0,Downtown SLC,Downtown-SLC,171.42857142857142,medium
12786171,House For Sale,1222 E Crandall Ave,SALT LAKE CITY,UT,84106,240000.0,"2 bds , 1 ba , 1,676 sqft",https://www.zillow.com/homedetails/1222-E-Crandall-Ave-Salt-Lake-City-UT-84106/12786171_zpid/,2.0,1.0,1676.0,Downtown SLC,Downtown-SLC,143.1980906921241,medium
12784672,For Sale by Owner,1438 E Woodland Ave,SALT LAKE CITY,UT,84106,377758.0,"3 bds , 2 ba , 1,712 sqft",https://www.zillow.com/homedetails/1438-E-Woodland-Ave-Salt-Lake-City-UT-84106/12784672_zpid/,3.0,2.0,1712.0,Downtown SLC,Downtown-SLC,220.65303738317758,medium
12784789,House For Sale,1594 E 3150 S,SALT LAKE CITY,UT,84106,439900.0,"3 bds , 3 ba , 1,929 sqft",https://www.zillow.com/homedetails/1594-E-3150-S-Salt-Lake-City-UT-84106/12784789_zpid/,3.0,3.0,1929.0,Downtown SLC,Downtown-SLC,228.04561949196474,medium
2091187607,House For Sale,3716 S Forest Hills Dr,MILLCREEK,UT,84106,279000.0,"Studio , -- ba , -- sqft",https://www.zillow.com/homedetails/3716-S-Forest-Hills-Dr-Millcreek-UT-84106/2091187607_zpid/,,,,Downtown SLC,Downtown-SLC,,medium
2090396801,House For Sale,1051 S Denver E St,SALT LAKE CITY,UT,84111,335750.0,"3 bds , 2 ba , 2,028 sqft",https://www.zillow.com/homedetails/1051-S-Denver-E-St-Salt-Lake-City-UT-84111/2090396801_zpid/,3.0,2.0,2028.0,Downtown SLC,Downtown-SLC,165.55719921104537,medium
12757000,House For Sale,834 S Blair St,SALT LAKE CITY,UT,84111,269900.0,"2 bds , 1 ba , 1,099 sqft",https://www.zillow.com/homedetails/834-S-Blair-St-Salt-Lake-City-UT-84111/12757000_zpid/,2.0,1.0,1099.0,Downtown SLC,Downtown-SLC,245.58689717925387,small
89423775,Condo For Sale,230 East Broadway APT 905,SALT LAKE CITY,UT,84111,329000.0,"2 bds , 2 ba , 931 sqft",https://www.zillow.com/homedetails/230-East-Broadway-APT-905-Salt-Lake-City-UT-84111/89423775_zpid/,2.0,2.0,931.0,Downtown SLC,Downtown-SLC,353.38345864661653,small
12757083,House For Sale,420 E Van Ness Pl,SALT LAKE CITY,UT,84111,275000.0,"3 bds , 2 ba , 1,070 sqft",https://www.zillow.com/homedetails/420-E-Van-Ness-Pl-Salt-Lake-City-UT-84111/12757083_zpid/,3.0,2.0,1070.0,Downtown SLC,Downtown-SLC,257.0093457943925,small
12756087,Condo For Sale,550 S 400 E APT 3310,SALT LAKE CITY,UT,84111,175000.0,"1 bd , 1 ba , 684 sqft",https://www.zillow.com/homedetails/550-S-400-E-APT-3310-Salt-Lake-City-UT-84111/12756087_zpid/,1.0,1.0,684.0,Downtown SLC,Downtown-SLC,255.84795321637426,small
12757398,House For Sale,124 E Harvard Ave,SALT LAKE CITY,UT,84111,299900.0,"2 bds , 1 ba , 1,270 sqft",https://www.zillow.com/homedetails/124-E-Harvard-Ave-Salt-Lake-City-UT-84111/12757398_zpid/,2.0,1.0,1270.0,Downtown SLC,Downtown-SLC,236.14173228346456,medium
2090690086,House For Sale,1055 S 200 E E St,SALT LAKE CITY,UT,84111,330000.0,"4 bds , 3 ba , 1,309 sqft",https://www.zillow.com/homedetails/1055-S-200-E-E-St-Salt-Lake-City-UT-84111/2090690086_zpid/,4.0,3.0,1309.0,Downtown SLC,Downtown-SLC,252.10084033613447,medium
12755441,Condo For Sale,29 S State St APT 212,SALT LAKE CITY,UT,84111,699000.0,"3 bds , 4 ba , 2,080 sqft",https://www.zillow.com/homedetails/29-S-State-St-APT-212-Salt-Lake-City-UT-84111/12755441_zpid/,3.0,4.0,2080.0,Downtown SLC,Downtown-SLC,336.0576923076923,medium
61167562,Condo For Sale,268 S State St APT 415,SALT LAKE CITY,UT,84111,865000.0,"2 bds , 3 ba , 2,086 sqft",https://www.zillow.com/homedetails/268-S-State-St-APT-415-Salt-Lake-City-UT-84111/61167562_zpid/,2.0,3.0,2086.0,Downtown SLC,Downtown-SLC,414.6692233940556,medium
12756012,Condo For Sale,530 S 400 E APT 2107,SALT LAKE CITY,UT,84111,249000.0,"2 bds , 2 ba , 896 sqft",https://www.zillow.com/homedetails/530-S-400-E-APT-2107-Salt-Lake-City-UT-84111/12756012_zpid/,2.0,2.0,896.0,Downtown SLC,Downtown-SLC,277.9017857142857,small
12757515,House For Sale,239 E Hampton Ave,SALT LAKE CITY,UT,84111,349900.0,"3 bds , 1 ba , 1,547 sqft",https://www.zillow.com/homedetails/239-E-Hampton-Ave-Salt-Lake-City-UT-84111/12757515_zpid/,3.0,1.0,1547.0,Downtown SLC,Downtown-SLC,226.1797026502909,medium
2108325275,Condo For Sale,731 S 300 E APT B101,SALT LAKE CITY,UT,84111,109000.0,"2 bds , 1 ba , 649 sqft",https://www.zillow.com/homedetails/731-S-300-E-APT-B101-Salt-Lake-City-UT-84111/2108325275_zpid/,2.0,1.0,649.0,Downtown SLC,Downtown-SLC,167.9506933744222,small
2093590223,House For Sale,41 E Kelsey Ave,SALT LAKE CITY,UT,84111,219999.0,"2 bds , 1 ba , 1,251 sqft",https://www.zillow.com/homedetails/41-E-Kelsey-Ave-Salt-Lake-City-UT-84111/2093590223_zpid/,2.0,1.0,1251.0,Downtown SLC,Downtown-SLC,175.85851318944844,medium
12757364,House For Sale,118 E Yale Ave,SALT LAKE CITY,UT,84111,259000.0,"2 bds , 1 ba , 1,322 sqft",https://www.zillow.com/homedetails/118-E-Yale-Ave-Salt-Lake-City-UT-84111/12757364_zpid/,2.0,1.0,1322.0,Downtown SLC,Downtown-SLC,195.91527987897126,medium
2090816744,Condo For Sale,731 S 300 E APT B103,SALT LAKE CITY,UT,84111,90000.0,"1 bd , 1 ba , 570 sqft",https://www.zillow.com/homedetails/731-S-300-E-APT-B103-Salt-Lake-City-UT-84111/2090816744_zpid/,1.0,1.0,570.0,Downtown SLC,Downtown-SLC,157.89473684210526,small
2090816747,Condo For Sale,732 S 400 E APT J103,SALT LAKE CITY,UT,84111,90000.0,"1 bd , 1 ba , 570 sqft",https://www.zillow.com/homedetails/732-S-400-E-APT-J103-Salt-Lake-City-UT-84111/2090816747_zpid/,1.0,1.0,570.0,Downtown SLC,Downtown-SLC,157.89473684210526,small
12755874,For Sale by Owner,326 E Stanton Ave,SALT LAKE CITY,UT,84111,326000.0,"2 bds , 1 ba , 1,000 sqft",https://www.zillow.com/homedetails/326-E-Stanton-Ave-Salt-Lake-City-UT-84111/12755874_zpid/,2.0,1.0,1000.0,Downtown SLC,Downtown-SLC,326.0,small
12787938,House For Sale,190 E 3185 S,SALT LAKE CITY,UT,84115,285000.0,"4 bds , 1 ba , 1,658 sqft",https://www.zillow.com/homedetails/190-E-3185-S-Salt-Lake-City-UT-84115/12787938_zpid/,4.0,1.0,1658.0,Downtown SLC,Downtown-SLC,171.89384800965018,medium
89429040,Townhouse For Sale,165 W Carrick Dr,SALT LAKE CITY,UT,84115,212900.0,"3 bds , 3 ba , 1,240 sqft",https://www.zillow.com/homedetails/165-W-Carrick-Dr-Salt-Lake-City-UT-84115/89429040_zpid/,3.0,3.0,1240.0,Downtown SLC,Downtown-SLC,171.69354838709677,medium
12773884,House For Sale,275 E 2400 S,SALT LAKE CITY,UT,84115,339900.0,"3 bds , 2 ba , 1,612 sqft",https://www.zillow.com/homedetails/275-E-2400-S-Salt-Lake-City-UT-84115/12773884_zpid/,3.0,2.0,1612.0,Downtown SLC,Downtown-SLC,210.8560794044665,medium
12740088,House For Sale,1418 S Richards St,SALT LAKE CITY,UT,84115,239900.0,"3 bds , 2 ba , 1,444 sqft",https://www.zillow.com/homedetails/1418-S-Richards-St-Salt-Lake-City-UT-84115/12740088_zpid/,3.0,2.0,1444.0,Downtown SLC,Downtown-SLC,166.13573407202216,medium
12757756,House For Sale,1323 S Roberta St,SALT LAKE CITY,UT,84115,259000.0,"3 bds , 1 ba , 1,166 sqft",https://www.zillow.com/homedetails/1323-S-Roberta-St-Salt-Lake-City-UT-84115/12757756_zpid/,3.0,1.0,1166.0,Downtown SLC,Downtown-SLC,222.12692967409947,small
2090498713,House For Sale,17 W Gregson Ave,SALT LAKE CITY,UT,84115,254900.0,"3 bds , 2 ba , 1,344 sqft",https://www.zillow.com/homedetails/17-W-Gregson-Ave-Salt-Lake-City-UT-84115/2090498713_zpid/,3.0,2.0,1344.0,Downtown SLC,Downtown-SLC,189.6577380952381,medium
12772789,House For Sale,1915 S 300 E,SALT LAKE CITY,UT,84115,344900.0,"2 bds , 1 ba , 2,352 sqft",https://www.zillow.com/homedetails/1915-S-300-E-Salt-Lake-City-UT-84115/12772789_zpid/,2.0,1.0,2352.0,Downtown SLC,Downtown-SLC,146.64115646258503,medium
12772858,House For Sale,364 E Coatsville Ave,SALT LAKE CITY,UT,84115,240000.0,"2 bds , 1 ba , 864 sqft",https://www.zillow.com/homedetails/364-E-Coatsville-Ave-Salt-Lake-City-UT-84115/12772858_zpid/,2.0,1.0,864.0,Downtown SLC,Downtown-SLC,277.77777777777777,small
12758131,House For Sale,445 E Sherman Ave,SALT LAKE CITY,UT,84115,299900.0,"3 bds , 1 ba , 1,214 sqft",https://www.zillow.com/homedetails/445-E-Sherman-Ave-Salt-Lake-City-UT-84115/12758131_zpid/,3.0,1.0,1214.0,Downtown SLC,Downtown-SLC,247.03459637561778,medium
12772413,House For Sale,180 E Coatsville Ave,SALT LAKE CITY,UT,84115,285000.0,"3 bds , 1 ba , 1,524 sqft",https://www.zillow.com/homedetails/180-E-Coatsville-Ave-Salt-Lake-City-UT-84115/12772413_zpid/,3.0,1.0,1524.0,Downtown SLC,Downtown-SLC,187.00787401574803,medium
12774374,House For Sale,173 E Whitlock Ave,SALT LAKE CITY,UT,84115,349900.0,"4 bds , 2 ba , 2,064 sqft",https://www.zillow.com/homedetails/173-E-Whitlock-Ave-Salt-Lake-City-UT-84115/12774374_zpid/,4.0,2.0,2064.0,Downtown SLC,Downtown-SLC,169.5251937984496,medium
2094490635,House For Sale,150 E Baird Ave,SOUTH SALT LAKE,UT,84115,285000.0,"3 bds , 2 ba , 1,587 sqft",https://www.zillow.com/homedetails/150-E-Baird-Ave-South-Salt-Lake-UT-84115/2094490635_zpid/,3.0,2.0,1587.0,Downtown SLC,Downtown-SLC,179.58412098298678,medium
12788553,House For Sale,213 E Baird Ave,SALT LAKE CITY,UT,84115,264900.0,"2 bds , 1 ba , 1,414 sqft",https://www.zillow.com/homedetails/213-E-Baird-Ave-Salt-Lake-City-UT-84115/12788553_zpid/,2.0,1.0,1414.0,Downtown SLC,Downtown-SLC,187.34087694483733,medium
2123904090,House For Sale,3803 S 400 E,SOUTH SALT LAKE,UT,84115,130000.0,"Studio , -- ba , -- sqft",https://www.zillow.com/homedetails/3803-S-400-E-South-Salt-Lake-UT-84115/2123904090_zpid/,,,,Downtown SLC,Downtown-SLC,,medium
