,beds,neighborhood,postal_code,region,year_month,price,price_normalized,price_normalized_date
20116,1.0,Millcreek_Holladay,84117,East,2014-02-01,100100.0,1.0,2014-02-01
20210,1.0,Millcreek_Holladay,84117,East,2014-03-01,97800.0,0.977022977022977,2014-02-01
20304,1.0,Millcreek_Holladay,84117,East,2014-04-01,95800.0,0.957042957042957,2014-02-01
20398,1.0,Millcreek_Holladay,84117,East,2014-05-01,96600.0,0.965034965034965,2014-02-01
20492,1.0,Millcreek_Holladay,84117,East,2014-06-01,99400.0,0.993006993006993,2014-02-01
20586,1.0,Millcreek_Holladay,84117,East,2014-07-01,102000.0,1.018981018981019,2014-02-01
20680,1.0,Millcreek_Holladay,84117,East,2014-08-01,102600.0,1.024975024975025,2014-02-01
20774,1.0,Millcreek_Holladay,84117,East,2014-09-01,102100.0,1.01998001998002,2014-02-01
20868,1.0,Millcreek_Holladay,84117,East,2014-10-01,101300.0,1.011988011988012,2014-02-01
20962,1.0,Millcreek_Holladay,84117,East,2014-11-01,100200.0,1.000999000999001,2014-02-01
21056,1.0,Millcreek_Holladay,84117,East,2014-12-01,99900.0,0.998001998001998,2014-02-01
21150,1.0,Millcreek_Holladay,84117,East,2015-01-01,99800.0,0.997002997002997,2014-02-01
21244,1.0,Millcreek_Holladay,84117,East,2015-02-01,98200.0,0.981018981018981,2014-02-01
21338,1.0,Millcreek_Holladay,84117,East,2015-03-01,95900.0,0.958041958041958,2014-02-01
21432,1.0,Millcreek_Holladay,84117,East,2015-04-01,94900.0,0.948051948051948,2014-02-01
21526,1.0,Millcreek_Holladay,84117,East,2015-05-01,94400.0,0.9430569430569431,2014-02-01
21620,1.0,Millcreek_Holladay,84117,East,2015-06-01,93300.0,0.932067932067932,2014-02-01
21714,1.0,Millcreek_Holladay,84117,East,2015-07-01,91700.0,0.916083916083916,2014-02-01
21808,1.0,Millcreek_Holladay,84117,East,2015-08-01,90400.0,0.903096903096903,2014-02-01
21902,1.0,Millcreek_Holladay,84117,East,2015-09-01,89800.0,0.8971028971028971,2014-02-01
21996,1.0,Millcreek_Holladay,84117,East,2015-10-01,89500.0,0.8941058941058941,2014-02-01
22090,1.0,Millcreek_Holladay,84117,East,2015-11-01,88900.0,0.8881118881118881,2014-02-01
22184,1.0,Millcreek_Holladay,84117,East,2015-12-01,89200.0,0.8911088911088911,2014-02-01
22278,1.0,Millcreek_Holladay,84117,East,2016-01-01,90300.0,0.9020979020979021,2014-02-01
22372,1.0,Millcreek_Holladay,84117,East,2016-02-01,91600.0,0.9150849150849151,2014-02-01
22466,1.0,Millcreek_Holladay,84117,East,2016-03-01,93000.0,0.929070929070929,2014-02-01
22560,1.0,Millcreek_Holladay,84117,East,2016-04-01,95100.0,0.9500499500499501,2014-02-01
22654,1.0,Millcreek_Holladay,84117,East,2016-05-01,96400.0,0.9630369630369631,2014-02-01
22748,1.0,Millcreek_Holladay,84117,East,2016-06-01,96400.0,0.9630369630369631,2014-02-01
22842,1.0,Millcreek_Holladay,84117,East,2016-07-01,95800.0,0.957042957042957,2014-02-01
22936,1.0,Millcreek_Holladay,84117,East,2016-08-01,95800.0,0.957042957042957,2014-02-01
23030,1.0,Millcreek_Holladay,84117,East,2016-09-01,96000.0,0.9590409590409591,2014-02-01
23124,1.0,Millcreek_Holladay,84117,East,2016-10-01,96200.0,0.961038961038961,2014-02-01
23218,1.0,Millcreek_Holladay,84117,East,2016-11-01,95500.0,0.954045954045954,2014-02-01
23312,1.0,Millcreek_Holladay,84117,East,2016-12-01,95600.0,0.955044955044955,2014-02-01
23406,1.0,Millcreek_Holladay,84117,East,2017-01-01,96600.0,0.965034965034965,2014-02-01
23500,1.0,Millcreek_Holladay,84117,East,2017-02-01,98900.0,0.988011988011988,2014-02-01
23594,1.0,Millcreek_Holladay,84117,East,2017-03-01,102300.0,1.021978021978022,2014-02-01
23688,1.0,Millcreek_Holladay,84117,East,2017-04-01,105700.0,1.055944055944056,2014-02-01
23782,1.0,Millcreek_Holladay,84117,East,2017-05-01,107800.0,1.0769230769230769,2014-02-01
23876,1.0,Millcreek_Holladay,84117,East,2017-06-01,110600.0,1.1048951048951048,2014-02-01
23970,1.0,Millcreek_Holladay,84117,East,2017-07-01,113400.0,1.132867132867133,2014-02-01
24064,1.0,Millcreek_Holladay,84117,East,2017-08-01,114600.0,1.144855144855145,2014-02-01
24158,1.0,Millcreek_Holladay,84117,East,2017-09-01,114700.0,1.1458541458541458,2014-02-01
24252,1.0,Millcreek_Holladay,84117,East,2017-10-01,114500.0,1.1438561438561439,2014-02-01
24346,1.0,Millcreek_Holladay,84117,East,2017-11-01,116800.0,1.1668331668331668,2014-02-01
24440,1.0,Millcreek_Holladay,84117,East,2017-12-01,122600.0,1.2247752247752248,2014-02-01
24534,1.0,Millcreek_Holladay,84117,East,2018-01-01,128300.0,1.2817182817182817,2014-02-01
24628,1.0,Millcreek_Holladay,84117,East,2018-02-01,130500.0,1.3036963036963036,2014-02-01
1,3.0,Millcreek_Holladay,84117,East,1996-04-01,156600.0,1.0,1996-04-01
95,3.0,Millcreek_Holladay,84117,East,1996-05-01,157300.0,1.0044699872286078,1996-04-01
189,3.0,Millcreek_Holladay,84117,East,1996-06-01,157500.0,1.0057471264367817,1996-04-01
283,3.0,Millcreek_Holladay,84117,East,1996-07-01,158000.0,1.0089399744572158,1996-04-01
377,3.0,Millcreek_Holladay,84117,East,1996-08-01,158600.0,1.012771392081737,1996-04-01
471,3.0,Millcreek_Holladay,84117,East,1996-09-01,158900.0,1.0146871008939975,1996-04-01
565,3.0,Millcreek_Holladay,84117,East,1996-10-01,159200.0,1.016602809706258,1996-04-01
659,3.0,Millcreek_Holladay,84117,East,1996-11-01,160000.0,1.0217113665389528,1996-04-01
753,3.0,Millcreek_Holladay,84117,East,1996-12-01,161000.0,1.0280970625798211,1996-04-01
847,3.0,Millcreek_Holladay,84117,East,1997-01-01,162400.0,1.037037037037037,1996-04-01
941,3.0,Millcreek_Holladay,84117,East,1997-02-01,163400.0,1.0434227330779056,1996-04-01
1035,3.0,Millcreek_Holladay,84117,East,1997-03-01,164000.0,1.0472541507024267,1996-04-01
1129,3.0,Millcreek_Holladay,84117,East,1997-04-01,164800.0,1.0523627075351214,1996-04-01
1223,3.0,Millcreek_Holladay,84117,East,1997-05-01,166200.0,1.0613026819923372,1996-04-01
1317,3.0,Millcreek_Holladay,84117,East,1997-06-01,167900.0,1.0721583652618136,1996-04-01
1411,3.0,Millcreek_Holladay,84117,East,1997-07-01,169800.0,1.0842911877394636,1996-04-01
1505,3.0,Millcreek_Holladay,84117,East,1997-08-01,172100.0,1.0989782886334611,1996-04-01
1599,3.0,Millcreek_Holladay,84117,East,1997-09-01,174000.0,1.1111111111111112,1996-04-01
1693,3.0,Millcreek_Holladay,84117,East,1997-10-01,175100.0,1.1181353767560664,1996-04-01
1787,3.0,Millcreek_Holladay,84117,East,1997-11-01,175200.0,1.1187739463601531,1996-04-01
1881,3.0,Millcreek_Holladay,84117,East,1997-12-01,175100.0,1.1181353767560664,1996-04-01
1975,3.0,Millcreek_Holladay,84117,East,1998-01-01,175600.0,1.1213282247765006,1996-04-01
2069,3.0,Millcreek_Holladay,84117,East,1998-02-01,177400.0,1.132822477650064,1996-04-01
2163,3.0,Millcreek_Holladay,84117,East,1998-03-01,178700.0,1.1411238825031929,1996-04-01
2257,3.0,Millcreek_Holladay,84117,East,1998-04-01,178800.0,1.1417624521072798,1996-04-01
2351,3.0,Millcreek_Holladay,84117,East,1998-05-01,178800.0,1.1417624521072798,1996-04-01
2445,3.0,Millcreek_Holladay,84117,East,1998-06-01,179300.0,1.144955300127714,1996-04-01
2539,3.0,Millcreek_Holladay,84117,East,1998-07-01,179600.0,1.1468710089399745,1996-04-01
2633,3.0,Millcreek_Holladay,84117,East,1998-08-01,179100.0,1.1436781609195403,1996-04-01
2727,3.0,Millcreek_Holladay,84117,East,1998-09-01,178000.0,1.1366538952745848,1996-04-01
2821,3.0,Millcreek_Holladay,84117,East,1998-10-01,177600.0,1.1340996168582376,1996-04-01
2915,3.0,Millcreek_Holladay,84117,East,1998-11-01,178200.0,1.1379310344827587,1996-04-01
3009,3.0,Millcreek_Holladay,84117,East,1998-12-01,178700.0,1.1411238825031929,1996-04-01
3103,3.0,Millcreek_Holladay,84117,East,1999-01-01,178600.0,1.140485312899106,1996-04-01
3197,3.0,Millcreek_Holladay,84117,East,1999-02-01,178300.0,1.1385696040868454,1996-04-01
3291,3.0,Millcreek_Holladay,84117,East,1999-03-01,177500.0,1.1334610472541506,1996-04-01
3385,3.0,Millcreek_Holladay,84117,East,1999-04-01,176900.0,1.1296296296296295,1996-04-01
3479,3.0,Millcreek_Holladay,84117,East,1999-05-01,177000.0,1.1302681992337165,1996-04-01
3573,3.0,Millcreek_Holladay,84117,East,1999-06-01,178000.0,1.1366538952745848,1996-04-01
3667,3.0,Millcreek_Holladay,84117,East,1999-07-01,179100.0,1.1436781609195403,1996-04-01
3761,3.0,Millcreek_Holladay,84117,East,1999-08-01,179400.0,1.1455938697318007,1996-04-01
3855,3.0,Millcreek_Holladay,84117,East,1999-09-01,181100.0,1.156449553001277,1996-04-01
3949,3.0,Millcreek_Holladay,84117,East,1999-10-01,185000.0,1.181353767560664,1996-04-01
4043,3.0,Millcreek_Holladay,84117,East,1999-11-01,189300.0,1.2088122605363985,1996-04-01
4137,3.0,Millcreek_Holladay,84117,East,1999-12-01,191700.0,1.2241379310344827,1996-04-01
4231,3.0,Millcreek_Holladay,84117,East,2000-01-01,193600.0,1.236270753512133,1996-04-01
4325,3.0,Millcreek_Holladay,84117,East,2000-02-01,194300.0,1.2407407407407407,1996-04-01
4419,3.0,Millcreek_Holladay,84117,East,2000-03-01,194100.0,1.239463601532567,1996-04-01
4513,3.0,Millcreek_Holladay,84117,East,2000-04-01,194100.0,1.239463601532567,1996-04-01
4607,3.0,Millcreek_Holladay,84117,East,2000-05-01,194700.0,1.2432950191570882,1996-04-01
4701,3.0,Millcreek_Holladay,84117,East,2000-06-01,194200.0,1.240102171136654,1996-04-01
4795,3.0,Millcreek_Holladay,84117,East,2000-07-01,193300.0,1.2343550446998723,1996-04-01
4889,3.0,Millcreek_Holladay,84117,East,2000-08-01,192900.0,1.2318007662835249,1996-04-01
4983,3.0,Millcreek_Holladay,84117,East,2000-09-01,192900.0,1.2318007662835249,1996-04-01
5077,3.0,Millcreek_Holladay,84117,East,2000-10-01,192900.0,1.2318007662835249,1996-04-01
5171,3.0,Millcreek_Holladay,84117,East,2000-11-01,192900.0,1.2318007662835249,1996-04-01
5265,3.0,Millcreek_Holladay,84117,East,2000-12-01,193100.0,1.2330779054916985,1996-04-01
5359,3.0,Millcreek_Holladay,84117,East,2001-01-01,193200.0,1.2337164750957854,1996-04-01
5453,3.0,Millcreek_Holladay,84117,East,2001-02-01,193500.0,1.235632183908046,1996-04-01
5547,3.0,Millcreek_Holladay,84117,East,2001-03-01,193900.0,1.2381864623243934,1996-04-01
5641,3.0,Millcreek_Holladay,84117,East,2001-04-01,193700.0,1.2369093231162196,1996-04-01
5735,3.0,Millcreek_Holladay,84117,East,2001-05-01,192800.0,1.2311621966794382,1996-04-01
5829,3.0,Millcreek_Holladay,84117,East,2001-06-01,192100.0,1.2266922094508301,1996-04-01
5923,3.0,Millcreek_Holladay,84117,East,2001-07-01,191800.0,1.2247765006385696,1996-04-01
6017,3.0,Millcreek_Holladay,84117,East,2001-08-01,191800.0,1.2247765006385696,1996-04-01
6111,3.0,Millcreek_Holladay,84117,East,2001-09-01,192000.0,1.2260536398467432,1996-04-01
6205,3.0,Millcreek_Holladay,84117,East,2001-10-01,191000.0,1.2196679438058748,1996-04-01
6299,3.0,Millcreek_Holladay,84117,East,2001-11-01,189700.0,1.211366538952746,1996-04-01
6393,3.0,Millcreek_Holladay,84117,East,2001-12-01,189400.0,1.2094508301404854,1996-04-01
6487,3.0,Millcreek_Holladay,84117,East,2002-01-01,190100.0,1.2139208173690932,1996-04-01
6581,3.0,Millcreek_Holladay,84117,East,2002-02-01,190700.0,1.2177522349936143,1996-04-01
6675,3.0,Millcreek_Holladay,84117,East,2002-03-01,190900.0,1.219029374201788,1996-04-01
6769,3.0,Millcreek_Holladay,84117,East,2002-04-01,191100.0,1.2203065134099618,1996-04-01
6863,3.0,Millcreek_Holladay,84117,East,2002-05-01,191700.0,1.2241379310344827,1996-04-01
6957,3.0,Millcreek_Holladay,84117,East,2002-06-01,192300.0,1.2279693486590038,1996-04-01
7051,3.0,Millcreek_Holladay,84117,East,2002-07-01,193100.0,1.2330779054916985,1996-04-01
7145,3.0,Millcreek_Holladay,84117,East,2002-08-01,194200.0,1.240102171136654,1996-04-01
7239,3.0,Millcreek_Holladay,84117,East,2002-09-01,195700.0,1.2496807151979565,1996-04-01
7333,3.0,Millcreek_Holladay,84117,East,2002-10-01,197100.0,1.2586206896551724,1996-04-01
7427,3.0,Millcreek_Holladay,84117,East,2002-11-01,198200.0,1.2656449553001277,1996-04-01
7521,3.0,Millcreek_Holladay,84117,East,2002-12-01,198400.0,1.2669220945083015,1996-04-01
7615,3.0,Millcreek_Holladay,84117,East,2003-01-01,198100.0,1.265006385696041,1996-04-01
7709,3.0,Millcreek_Holladay,84117,East,2003-02-01,198400.0,1.2669220945083015,1996-04-01
7803,3.0,Millcreek_Holladay,84117,East,2003-03-01,198800.0,1.2694763729246488,1996-04-01
7897,3.0,Millcreek_Holladay,84117,East,2003-04-01,198600.0,1.2681992337164751,1996-04-01
7991,3.0,Millcreek_Holladay,84117,East,2003-05-01,198500.0,1.2675606641123882,1996-04-01
8085,3.0,Millcreek_Holladay,84117,East,2003-06-01,198800.0,1.2694763729246488,1996-04-01
8179,3.0,Millcreek_Holladay,84117,East,2003-07-01,199200.0,1.2720306513409962,1996-04-01
8273,3.0,Millcreek_Holladay,84117,East,2003-08-01,199600.0,1.2745849297573435,1996-04-01
8367,3.0,Millcreek_Holladay,84117,East,2003-09-01,199800.0,1.2758620689655173,1996-04-01
8461,3.0,Millcreek_Holladay,84117,East,2003-10-01,199800.0,1.2758620689655173,1996-04-01
8555,3.0,Millcreek_Holladay,84117,East,2003-11-01,199400.0,1.2733077905491699,1996-04-01
8649,3.0,Millcreek_Holladay,84117,East,2003-12-01,199100.0,1.2713920817369093,1996-04-01
8743,3.0,Millcreek_Holladay,84117,East,2004-01-01,199000.0,1.2707535121328224,1996-04-01
8837,3.0,Millcreek_Holladay,84117,East,2004-02-01,198900.0,1.2701149425287357,1996-04-01
8931,3.0,Millcreek_Holladay,84117,East,2004-03-01,199300.0,1.272669220945083,1996-04-01
9025,3.0,Millcreek_Holladay,84117,East,2004-04-01,200700.0,1.2816091954022988,1996-04-01
9119,3.0,Millcreek_Holladay,84117,East,2004-05-01,201900.0,1.289272030651341,1996-04-01
9213,3.0,Millcreek_Holladay,84117,East,2004-06-01,202700.0,1.2943805874840357,1996-04-01
9307,3.0,Millcreek_Holladay,84117,East,2004-07-01,203500.0,1.2994891443167305,1996-04-01
9401,3.0,Millcreek_Holladay,84117,East,2004-08-01,204600.0,1.3065134099616857,1996-04-01
9495,3.0,Millcreek_Holladay,84117,East,2004-09-01,205300.0,1.3109833971902938,1996-04-01
9589,3.0,Millcreek_Holladay,84117,East,2004-10-01,204900.0,1.3084291187739463,1996-04-01
9683,3.0,Millcreek_Holladay,84117,East,2004-11-01,204500.0,1.305874840357599,1996-04-01
9777,3.0,Millcreek_Holladay,84117,East,2004-12-01,205200.0,1.3103448275862069,1996-04-01
9871,3.0,Millcreek_Holladay,84117,East,2005-01-01,206400.0,1.318007662835249,1996-04-01
9965,3.0,Millcreek_Holladay,84117,East,2005-02-01,208200.0,1.3295019157088122,1996-04-01
10059,3.0,Millcreek_Holladay,84117,East,2005-03-01,210600.0,1.3448275862068966,1996-04-01
10153,3.0,Millcreek_Holladay,84117,East,2005-04-01,212900.0,1.359514687100894,1996-04-01
10247,3.0,Millcreek_Holladay,84117,East,2005-05-01,215900.0,1.3786717752234994,1996-04-01
10341,3.0,Millcreek_Holladay,84117,East,2005-06-01,219800.0,1.4035759897828863,1996-04-01
10435,3.0,Millcreek_Holladay,84117,East,2005-07-01,223300.0,1.4259259259259258,1996-04-01
10529,3.0,Millcreek_Holladay,84117,East,2005-08-01,225600.0,1.4406130268199233,1996-04-01
10623,3.0,Millcreek_Holladay,84117,East,2005-09-01,227900.0,1.4553001277139208,1996-04-01
10717,3.0,Millcreek_Holladay,84117,East,2005-10-01,230700.0,1.4731800766283525,1996-04-01
10811,3.0,Millcreek_Holladay,84117,East,2005-11-01,233200.0,1.4891443167305236,1996-04-01
10905,3.0,Millcreek_Holladay,84117,East,2005-12-01,236700.0,1.5114942528735633,1996-04-01
10999,3.0,Millcreek_Holladay,84117,East,2006-01-01,241700.0,1.5434227330779056,1996-04-01
11093,3.0,Millcreek_Holladay,84117,East,2006-02-01,246400.0,1.5734355044699873,1996-04-01
11187,3.0,Millcreek_Holladay,84117,East,2006-03-01,250700.0,1.6008939974457215,1996-04-01
11281,3.0,Millcreek_Holladay,84117,East,2006-04-01,256700.0,1.6392081736909323,1996-04-01
11375,3.0,Millcreek_Holladay,84117,East,2006-05-01,261400.0,1.669220945083014,1996-04-01
11469,3.0,Millcreek_Holladay,84117,East,2006-06-01,264400.0,1.6883780332056195,1996-04-01
11563,3.0,Millcreek_Holladay,84117,East,2006-07-01,267600.0,1.7088122605363985,1996-04-01
11657,3.0,Millcreek_Holladay,84117,East,2006-08-01,271600.0,1.7343550446998723,1996-04-01
11751,3.0,Millcreek_Holladay,84117,East,2006-09-01,275900.0,1.7618135376756066,1996-04-01
11845,3.0,Millcreek_Holladay,84117,East,2006-10-01,281000.0,1.7943805874840357,1996-04-01
11939,3.0,Millcreek_Holladay,84117,East,2006-11-01,285900.0,1.8256704980842913,1996-04-01
12033,3.0,Millcreek_Holladay,84117,East,2006-12-01,291000.0,1.8582375478927202,1996-04-01
12127,3.0,Millcreek_Holladay,84117,East,2007-01-01,296900.0,1.8959131545338441,1996-04-01
12221,3.0,Millcreek_Holladay,84117,East,2007-02-01,301800.0,1.9272030651340997,1996-04-01
12315,3.0,Millcreek_Holladay,84117,East,2007-03-01,305400.0,1.950191570881226,1996-04-01
12409,3.0,Millcreek_Holladay,84117,East,2007-04-01,308500.0,1.9699872286079183,1996-04-01
12503,3.0,Millcreek_Holladay,84117,East,2007-05-01,310700.0,1.9840357598978289,1996-04-01
12597,3.0,Millcreek_Holladay,84117,East,2007-06-01,313000.0,1.9987228607918264,1996-04-01
12691,3.0,Millcreek_Holladay,84117,East,2007-07-01,316300.0,2.019795657726692,1996-04-01
12785,3.0,Millcreek_Holladay,84117,East,2007-08-01,319100.0,2.0376756066411237,1996-04-01
12879,3.0,Millcreek_Holladay,84117,East,2007-09-01,320700.0,2.0478927203065136,1996-04-01
12973,3.0,Millcreek_Holladay,84117,East,2007-10-01,322900.0,2.061941251596424,1996-04-01
13067,3.0,Millcreek_Holladay,84117,East,2007-11-01,326100.0,2.082375478927203,1996-04-01
13161,3.0,Millcreek_Holladay,84117,East,2007-12-01,330200.0,2.108556832694764,1996-04-01
13255,3.0,Millcreek_Holladay,84117,East,2008-01-01,332700.0,2.124521072796935,1996-04-01
13349,3.0,Millcreek_Holladay,84117,East,2008-02-01,331100.0,2.1143039591315453,1996-04-01
13443,3.0,Millcreek_Holladay,84117,East,2008-03-01,325400.0,2.077905491698595,1996-04-01
13537,3.0,Millcreek_Holladay,84117,East,2008-04-01,320400.0,2.045977011494253,1996-04-01
13631,3.0,Millcreek_Holladay,84117,East,2008-05-01,316300.0,2.019795657726692,1996-04-01
13725,3.0,Millcreek_Holladay,84117,East,2008-06-01,313200.0,2.0,1996-04-01
13819,3.0,Millcreek_Holladay,84117,East,2008-07-01,312500.0,1.9955300127713922,1996-04-01
13913,3.0,Millcreek_Holladay,84117,East,2008-08-01,314800.0,2.0102171136653895,1996-04-01
14007,3.0,Millcreek_Holladay,84117,East,2008-09-01,317700.0,2.028735632183908,1996-04-01
14101,3.0,Millcreek_Holladay,84117,East,2008-10-01,320100.0,2.0440613026819925,1996-04-01
14195,3.0,Millcreek_Holladay,84117,East,2008-11-01,321700.0,2.054278416347382,1996-04-01
14289,3.0,Millcreek_Holladay,84117,East,2008-12-01,324600.0,2.0727969348659006,1996-04-01
14383,3.0,Millcreek_Holladay,84117,East,2009-01-01,328600.0,2.098339719029374,1996-04-01
14477,3.0,Millcreek_Holladay,84117,East,2009-02-01,331100.0,2.1143039591315453,1996-04-01
14571,3.0,Millcreek_Holladay,84117,East,2009-03-01,331800.0,2.1187739463601534,1996-04-01
14665,3.0,Millcreek_Holladay,84117,East,2009-04-01,333000.0,2.1264367816091956,1996-04-01
14759,3.0,Millcreek_Holladay,84117,East,2009-05-01,335300.0,2.1411238825031926,1996-04-01
14853,3.0,Millcreek_Holladay,84117,East,2009-06-01,334600.0,2.136653895274585,1996-04-01
14947,3.0,Millcreek_Holladay,84117,East,2009-07-01,327100.0,2.0887611749680715,1996-04-01
15041,3.0,Millcreek_Holladay,84117,East,2009-08-01,316700.0,2.0223499361430397,1996-04-01
15135,3.0,Millcreek_Holladay,84117,East,2009-09-01,307500.0,1.9636015325670497,1996-04-01
15229,3.0,Millcreek_Holladay,84117,East,2009-10-01,299000.0,1.909323116219668,1996-04-01
15323,3.0,Millcreek_Holladay,84117,East,2009-11-01,294200.0,1.8786717752234994,1996-04-01
15417,3.0,Millcreek_Holladay,84117,East,2009-12-01,281400.0,1.7969348659003832,1996-04-01
15511,3.0,Millcreek_Holladay,84117,East,2010-01-01,263600.0,1.6832694763729246,1996-04-01
15605,3.0,Millcreek_Holladay,84117,East,2010-02-01,254400.0,1.6245210727969348,1996-04-01
15699,3.0,Millcreek_Holladay,84117,East,2010-03-01,255100.0,1.6289910600255428,1996-04-01
15793,3.0,Millcreek_Holladay,84117,East,2010-04-01,253400.0,1.6181353767560664,1996-04-01
15887,3.0,Millcreek_Holladay,84117,East,2010-05-01,251300.0,1.6047254150702426,1996-04-01
15981,3.0,Millcreek_Holladay,84117,East,2010-06-01,249600.0,1.5938697318007662,1996-04-01
16075,3.0,Millcreek_Holladay,84117,East,2010-07-01,248300.0,1.5855683269476373,1996-04-01
16169,3.0,Millcreek_Holladay,84117,East,2010-08-01,246300.0,1.5727969348659003,1996-04-01
16263,3.0,Millcreek_Holladay,84117,East,2010-09-01,244000.0,1.5581098339719028,1996-04-01
16357,3.0,Millcreek_Holladay,84117,East,2010-10-01,241500.0,1.5421455938697317,1996-04-01
16451,3.0,Millcreek_Holladay,84117,East,2010-11-01,239000.0,1.5261813537675606,1996-04-01
16545,3.0,Millcreek_Holladay,84117,East,2010-12-01,238100.0,1.5204342273307792,1996-04-01
16639,3.0,Millcreek_Holladay,84117,East,2011-01-01,238100.0,1.5204342273307792,1996-04-01
16733,3.0,Millcreek_Holladay,84117,East,2011-02-01,237200.0,1.5146871008939975,1996-04-01
16827,3.0,Millcreek_Holladay,84117,East,2011-03-01,234700.0,1.4987228607918264,1996-04-01
16921,3.0,Millcreek_Holladay,84117,East,2011-04-01,232100.0,1.4821200510855683,1996-04-01
17015,3.0,Millcreek_Holladay,84117,East,2011-05-01,229300.0,1.4642401021711366,1996-04-01
17109,3.0,Millcreek_Holladay,84117,East,2011-06-01,227000.0,1.4495530012771392,1996-04-01
17203,3.0,Millcreek_Holladay,84117,East,2011-07-01,225400.0,1.4393358876117497,1996-04-01
17297,3.0,Millcreek_Holladay,84117,East,2011-08-01,224300.0,1.4323116219667944,1996-04-01
17391,3.0,Millcreek_Holladay,84117,East,2011-09-01,223300.0,1.4259259259259258,1996-04-01
17485,3.0,Millcreek_Holladay,84117,East,2011-10-01,222100.0,1.4182630906768838,1996-04-01
17579,3.0,Millcreek_Holladay,84117,East,2011-11-01,220700.0,1.409323116219668,1996-04-01
17673,3.0,Millcreek_Holladay,84117,East,2011-12-01,220200.0,1.4061302681992338,1996-04-01
17767,3.0,Millcreek_Holladay,84117,East,2012-01-01,220600.0,1.408684546615581,1996-04-01
17861,3.0,Millcreek_Holladay,84117,East,2012-02-01,220400.0,1.4074074074074074,1996-04-01
17955,3.0,Millcreek_Holladay,84117,East,2012-03-01,219300.0,1.4003831417624522,1996-04-01
18049,3.0,Millcreek_Holladay,84117,East,2012-04-01,218600.0,1.3959131545338441,1996-04-01
18143,3.0,Millcreek_Holladay,84117,East,2012-05-01,218500.0,1.3952745849297574,1996-04-01
18237,3.0,Millcreek_Holladay,84117,East,2012-06-01,219000.0,1.3984674329501916,1996-04-01
18331,3.0,Millcreek_Holladay,84117,East,2012-07-01,220000.0,1.40485312899106,1996-04-01
18425,3.0,Millcreek_Holladay,84117,East,2012-08-01,221000.0,1.4112388250319285,1996-04-01
18519,3.0,Millcreek_Holladay,84117,East,2012-09-01,221900.0,1.41698595146871,1996-04-01
18613,3.0,Millcreek_Holladay,84117,East,2012-10-01,222900.0,1.4233716475095786,1996-04-01
18707,3.0,Millcreek_Holladay,84117,East,2012-11-01,222700.0,1.422094508301405,1996-04-01
18801,3.0,Millcreek_Holladay,84117,East,2012-12-01,223100.0,1.4246487867177522,1996-04-01
18895,3.0,Millcreek_Holladay,84117,East,2013-01-01,224900.0,1.4361430395913155,1996-04-01
18989,3.0,Millcreek_Holladay,84117,East,2013-02-01,227200.0,1.450830140485313,1996-04-01
19083,3.0,Millcreek_Holladay,84117,East,2013-03-01,228300.0,1.4578544061302683,1996-04-01
19177,3.0,Millcreek_Holladay,84117,East,2013-04-01,228800.0,1.4610472541507025,1996-04-01
19271,3.0,Millcreek_Holladay,84117,East,2013-05-01,228800.0,1.4610472541507025,1996-04-01
19365,3.0,Millcreek_Holladay,84117,East,2013-06-01,229300.0,1.4642401021711366,1996-04-01
19459,3.0,Millcreek_Holladay,84117,East,2013-07-01,231100.0,1.4757343550447,1996-04-01
19553,3.0,Millcreek_Holladay,84117,East,2013-08-01,234100.0,1.4948914431673053,1996-04-01
19647,3.0,Millcreek_Holladay,84117,East,2013-09-01,237500.0,1.516602809706258,1996-04-01
19741,3.0,Millcreek_Holladay,84117,East,2013-10-01,240100.0,1.5332056194125159,1996-04-01
19835,3.0,Millcreek_Holladay,84117,East,2013-11-01,242000.0,1.5453384418901661,1996-04-01
19929,3.0,Millcreek_Holladay,84117,East,2013-12-01,244200.0,1.5593869731800767,1996-04-01
20023,3.0,Millcreek_Holladay,84117,East,2014-01-01,246300.0,1.5727969348659003,1996-04-01
20117,3.0,Millcreek_Holladay,84117,East,2014-02-01,247400.0,1.5798212005108556,1996-04-01
20211,3.0,Millcreek_Holladay,84117,East,2014-03-01,248200.0,1.5849297573435503,1996-04-01
20305,3.0,Millcreek_Holladay,84117,East,2014-04-01,250400.0,1.5989782886334611,1996-04-01
20399,3.0,Millcreek_Holladay,84117,East,2014-05-01,251800.0,1.607918263090677,1996-04-01
20493,3.0,Millcreek_Holladay,84117,East,2014-06-01,253000.0,1.615581098339719,1996-04-01
20587,3.0,Millcreek_Holladay,84117,East,2014-07-01,255100.0,1.6289910600255428,1996-04-01
20681,3.0,Millcreek_Holladay,84117,East,2014-08-01,256900.0,1.640485312899106,1996-04-01
20775,3.0,Millcreek_Holladay,84117,East,2014-09-01,257200.0,1.6424010217113665,1996-04-01
20869,3.0,Millcreek_Holladay,84117,East,2014-10-01,258000.0,1.6475095785440612,1996-04-01
20963,3.0,Millcreek_Holladay,84117,East,2014-11-01,258400.0,1.6500638569604087,1996-04-01
21057,3.0,Millcreek_Holladay,84117,East,2014-12-01,259100.0,1.6545338441890165,1996-04-01
21151,3.0,Millcreek_Holladay,84117,East,2015-01-01,260700.0,1.6647509578544062,1996-04-01
